sep=,
DeviceTag:,Xsens DOT 1
FirmwareVersion:,2.2.1
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-12_15:43:44_533 CET
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
74,2081096188,105.029373,1.317434,-34.589157,0.000141,0.021964,0.060847,2.183733,-3.456498,0.774893
75,2081112855,105.038933,1.299627,-34.651024,-0.001761,0.045867,0.000872,0.576318,-3.359669,0.895183
76,2081129522,105.043594,1.278360,-34.710457,0.001167,0.081429,0.006118,0.277827,-3.165333,1.058490
77,2081146189,105.054642,1.255320,-34.769371,-0.014646,0.050687,0.012908,0.658957,-3.105988,1.153474
78,2081162856,105.069969,1.230514,-34.828457,0.005867,0.028052,0.005432,0.914124,-3.089058,1.259421
79,2081179523,105.085373,1.204323,-34.886208,-0.017936,0.011193,0.008631,0.914444,-2.988566,1.319355
80,2081196190,105.084473,1.178378,-34.946262,0.020963,0.027431,0.010231,-0.061394,-3.125620,1.341792
81,2081212857,105.071800,1.151571,-35.007675,0.025801,0.017242,-0.018403,-0.768151,-3.191727,1.412496
82,2081229524,105.069992,1.124507,-35.070774,0.013014,0.027212,-0.048633,-0.116013,-3.285444,1.453233
83,2081246191,105.096031,1.094171,-35.133507,0.019945,0.011813,-0.056346,1.551419,-3.212102,1.637503
84,2081262858,105.151894,1.062594,-35.193935,0.041118,0.011162,-0.042442,3.336406,-3.058771,1.676012
85,2081279525,105.222466,1.030466,-35.250832,0.041528,-0.010443,-0.038923,4.213427,-2.841162,1.655154
86,2081296192,105.291443,1.000376,-35.304871,0.042024,0.004491,-0.037271,4.114508,-2.705751,1.495814
87,2081312859,105.343529,0.972095,-35.357758,0.040550,-0.003468,-0.015129,3.097312,-2.664464,1.375601
88,2081329526,105.374222,0.944366,-35.409164,-0.001217,-0.040998,-0.005824,1.808801,-2.585897,1.321775
89,2081346193,105.385933,0.915409,-35.462357,-0.033863,-0.045087,-0.011555,0.671507,-2.668126,1.421857
90,2081362860,105.379059,0.885914,-35.515785,-0.002712,-0.028880,-0.053110,-0.445021,-2.673428,1.457279
91,2081379527,105.383644,0.855293,-35.571999,-0.017042,-0.000405,-0.094149,0.243929,-2.817614,1.567004
92,2081396194,105.416718,0.822330,-35.629803,-0.023820,-0.042839,-0.060674,1.952693,-2.871210,1.728275
93,2081412861,105.449326,0.786564,-35.691235,-0.070191,-0.058622,-0.030582,1.926107,-3.035028,1.950247
94,2081429528,105.462326,0.748654,-35.754929,-0.078362,-0.049216,-0.028243,0.748717,-3.129859,2.111287
95,2081446195,105.460930,0.710042,-35.822800,-0.008817,-0.019119,-0.058020,-0.115001,-3.359605,2.219078
96,2081462862,105.470184,0.668879,-35.891331,-0.000716,-0.016351,-0.038071,0.523005,-3.357018,2.377505
97,2081479529,105.486343,0.625911,-35.960941,-0.078337,-0.004392,-0.024434,0.935446,-3.390686,2.499921
98,2081496196,105.511696,0.583136,-36.033413,0.029832,-0.037668,-0.043751,1.484262,-3.557169,2.535933
99,2081512863,105.534492,0.541120,-36.108067,-0.023289,-0.051337,-0.027590,1.330202,-3.694709,2.528774
100,2081529530,105.524948,0.500403,-36.186478,-0.026568,-0.020329,-0.024584,-0.611401,-3.932101,2.514073
101,2081546197,105.513313,0.459934,-36.265148,0.030758,-0.043346,-0.059523,-0.740009,-3.950932,2.503037
102,2081562864,105.524460,0.421761,-36.344269,-0.005333,-0.033436,-0.069399,0.622651,-4.014202,2.377851
103,2081579531,105.561401,0.387509,-36.421993,-0.022690,-0.009953,-0.027050,2.167558,-3.995722,2.130394
