PacketCounter;SampleTimeFine;Acc_X;Acc_Y;Acc_Z;Gyr_X;Gyr_Y;Gyr_Z;Quat_W;Quat_X;Quat_Y;Quat_Z
1285;3376028708;-23.445038;-0.334960;-5.005488;-667.207520;-115.137115;342.071533;0.155050;-0.270630;0.858440;-0.407186
1286;3376045375;-27.845791;11.779215;-11.344485;-690.668213;-171.978439;329.736633;0.167993;-0.253517;0.902657;-0.304497
1287;3376062042;-33.131149;-2.604269;-20.660522;-796.439819;-202.290619;270.575745;0.176083;-0.244429;0.935659;-0.183824
1288;3376078709;-30.292080;5.241574;-25.290380;-860.979980;-239.704941;223.556107;0.182852;-0.240268;0.951958;-0.051118
1289;3376095376;-20.218878;3.318366;-33.276566;-765.965210;-255.739990;161.709732;0.191822;-0.238419;0.949571;0.068384
1290;3376112043;-23.243069;-26.442953;-34.899033;-765.346558;-255.091888;80.238411;0.198837;-0.244491;0.930923;0.184580
1291;3376128710;-18.951511;-10.556912;-40.112843;-621.942566;-238.009781;9.619215;0.208268;-0.253691;0.903222;0.276507
1292;3376145377;-18.950407;-8.529345;-26.530321;-475.697540;-211.995010;-28.746279;0.219639;-0.262728;0.873924;0.344948
1293;3376162044;-16.525747;-7.258159;-30.708284;-314.055237;-192.327499;-69.268600;0.235769;-0.271684;0.847999;0.389228
1294;3376178711;-12.837836;-3.264118;-30.664780;-287.715942;-151.089462;-78.676407;0.247743;-0.282586;0.822378;0.427158
1295;3376195378;-14.801179;-23.717342;-25.827507;-219.192688;-130.245117;-122.615341;0.262218;-0.297075;0.798333;0.453489
1296;3376212045;-15.745832;-2.746226;-11.921977;-160.720062;-103.479095;-135.290039;0.276579;-0.312254;0.777522;0.470596
1297;3376228712;-17.967632;-27.847261;-8.312550;-137.150589;-92.079109;-154.932220;0.291737;-0.329182;0.757024;0.483161
1298;3376245379;-19.522245;-4.307781;-1.806984;-102.817032;-78.753113;-179.212280;0.308503;-0.348016;0.737522;0.489664
1299;3376262046;-16.853607;-10.708094;-14.729074;-124.303841;-58.864079;-190.074387;0.322469;-0.370050;0.715990;0.496422
1300;3376278713;-14.424675;8.104766;-6.768082;-131.109604;-41.168816;-178.593323;0.332995;-0.392138;0.694617;0.502841
1301;3376295380;-11.942619;11.898528;-9.934638;-192.849091;-14.998282;-165.768173;0.335923;-0.417365;0.669887;0.514017
1302;3376312047;-15.111026;6.358439;-3.937342;-213.258255;0.711550;-158.225677;0.334922;-0.443437;0.643934;0.525871
1303;3376328714;-19.660723;7.773831;-13.302373;-248.071136;31.726759;-145.214188;0.327153;-0.471634;0.616648;0.538774
1304;3376345381;-22.241701;8.431405;0.523584;-195.502167;31.263872;-138.252869;0.321898;-0.495981;0.593053;0.546509
1305;3376362048;-24.000668;-1.788815;8.052279;-172.888565;44.491741;-134.384720;0.316403;-0.519397;0.571479;0.550933
1306;3376378715;-25.516726;5.707450;-1.286405;-161.587616;50.436459;-132.860458;0.310814;-0.542099;0.550583;0.553518
1307;3376395382;-24.778637;0.907902;4.011647;-135.953857;56.580578;-141.301758;0.307102;-0.564289;0.530849;0.552689
1308;3376412049;-21.299316;1.538277;-2.023655;-184.185867;74.364388;-150.305145;0.298425;-0.590114;0.506695;0.553145
1309;3376428716;-21.153435;6.096684;-8.854823;-150.380386;89.047256;-143.483505;0.290622;-0.614428;0.485879;0.549490
1310;3376445383;-19.132296;-1.135983;-7.796937;-109.412498;99.451706;-141.249908;0.285219;-0.637066;0.468520;0.541560
1311;3376462050;-17.400099;-1.812260;-5.475008;-53.309444;102.156609;-139.544220;0.284438;-0.656959;0.455481;0.529184
1312;3376478717;-19.273966;-2.836646;-2.274794;-17.020182;108.223503;-146.260422;0.287018;-0.675783;0.444513;0.513173
1313;3376495384;-19.953917;2.215550;-9.746958;-22.966349;119.260551;-143.955124;0.287907;-0.695005;0.433440;0.496193
1314;3376512051;-21.230627;-0.251359;-12.934723;-2.592347;126.744652;-150.838104;0.290613;-0.713774;0.423115;0.476492
1315;3376528718;-21.033451;5.920777;-17.566692;12.992589;143.919662;-148.233368;0.293411;-0.732275;0.414497;0.453735
1316;3376545385;-20.702501;4.403567;-20.134785;-13.972282;166.455734;-149.552902;0.291707;-0.752747;0.404530;0.429692
1317;3376562052;-23.018852;10.820444;-26.874701;-20.675364;195.497849;-143.384216;0.286766;-0.774060;0.395598;0.402616
1318;3376578719;-25.355480;3.496263;-28.534800;1.111535;218.979401;-133.606949;0.281868;-0.794228;0.389527;0.371512
1319;3376595386;-27.328009;5.723742;-31.146982;43.325436;239.127762;-129.977844;0.280010;-0.812332;0.386399;0.335272
1320;3376612053;-31.655321;0.630396;-28.811571;53.118191;264.582611;-127.834206;0.277199;-0.829708;0.384357;0.294984
1321;3376628720;-33.566746;-0.943632;-27.125330;48.338337;286.604645;-131.233459;0.272113;-0.846692;0.381786;0.251608
1322;3376645387;-37.524315;-5.536343;-28.812477;17.772251;316.213257;-139.684311;0.261255;-0.864402;0.377299;0.205427
1323;3376662054;-41.918465;1.473993;-23.303688;-22.971285;338.383270;-135.774048;0.243233;-0.881735;0.371883;0.158381
1324;3376678721;-46.754135;-0.090518;-21.794176;-70.663788;357.936554;-122.342415;0.217000;-0.897795;0.366643;0.111566
1325;3376695388;-48.317924;-3.195624;-12.737415;-69.960533;367.743683;-109.386780;0.189468;-0.910409;0.362218;0.063680
1326;3376712055;-47.392662;-4.681733;-7.894241;1.118101;363.185455;-103.033463;0.171016;-0.917834;0.358007;0.012842
1327;3376728722;-46.872391;-8.428933;-3.554081;78.755081;348.671021;-103.602264;0.163281;-0.920620;0.352423;-0.039942
1328;3376745389;-46.769566;-13.099055;-0.976258;227.595123;325.773926;-117.404968;0.176165;-0.917731;0.342451;-0.097277
1329;3376762056;-36.087101;3.647405;4.052582;125.521515;327.140015;-157.353745;0.174376;-0.916376;0.327531;-0.150237
1330;3376778723;-26.811729;13.923489;8.967957;118.589569;309.549683;-135.462891;0.172563;-0.911947;0.314343;-0.199410
1331;3376795390;-28.120865;8.760040;6.404820;41.889816;303.180298;-119.623962;0.160933;-0.906724;0.304582;-0.243275
1332;3376812057;-21.566271;8.847155;16.307224;-44.209225;290.185272;-109.758186;0.138571;-0.901670;0.298234;-0.280796
1333;3376828724;-14.357158;11.748640;16.020555;-83.627853;275.385254;-79.211479;0.112684;-0.895006;0.296620;-0.313503
1334;3376845391;-13.261737;8.637692;15.029980;-59.700279;256.274506;-60.003834;0.091404;-0.886551;0.295590;-0.343946
1335;3376862058;-9.588772;7.940221;13.564795;17.545584;230.693954;-43.397774;0.081880;-0.876505;0.292105;-0.373777
1336;3376878725;-8.855338;9.519530;8.873523;84.839027;221.249817;-34.451805;0.081709;-0.864796;0.285669;-0.404779
1337;3376895392;-6.558053;13.323004;6.021294;87.259995;210.410568;-32.265099;0.082303;-0.852643;0.278930;-0.434078
1338;3376912059;-4.935060;16.544317;16.500517;-7.794745;224.514771;-10.152418;0.071796;-0.838962;0.280800;-0.460586
1339;3376928726;-0.259112;24.485781;18.491104;13.449750;195.602676;14.905940;0.066601;-0.825210;0.283720;-0.483835
1340;3376945393;-0.729803;24.902775;-5.481322;-36.295944;199.324463;55.180470;0.057943;-0.809312;0.294717;-0.504776
1341;3376962060;-4.942159;8.115020;-10.350394;-146.271774;224.644699;89.591179;0.037587;-0.790019;0.317603;-0.523054
1342;3376978727;-8.997637;-4.839396;12.961837;-171.019455;216.835663;96.139290;0.015126;-0.769838;0.342496;-0.538347
1343;3376995394;-6.938950;0.556938;13.517236;-206.186172;206.753708;110.582443;-0.009674;-0.748306;0.371065;-0.549778
1344;3377012061;-0.323120;3.305618;14.908915;-229.660995;177.114395;113.482040;-0.035215;-0.727399;0.401083;-0.555683
1345;3377028728;9.688607;-2.810580;22.688442;-184.310852;147.212341;145.971680;-0.051585;-0.705876;0.430259;-0.560317
1346;3377045395;11.699148;-11.551587;-5.398468;-86.545151;114.317833;141.833389;-0.056183;-0.687081;0.450723;-0.567108
1347;3377062062;9.735594;-16.098255;8.863570;-82.474625;127.687508;108.333237;-0.063960;-0.668855;0.467052;-0.574809
1348;3377078729;12.540217;7.249150;15.760849;-73.719452;101.817780;116.398941;-0.068393;-0.651817;0.483366;-0.580358
1349;3377095396;11.316285;-4.516045;-1.267141;-15.168630;86.022232;118.645332;-0.066005;-0.636154;0.494798;-0.588325
1350;3377112063;6.744109;6.323534;0.543522;-1.661207;100.112976;122.682083;-0.063006;-0.618810;0.505065;-0.598343
1351;3377128730;5.692210;1.806873;5.211801;-2.669268;95.297379;135.380600;-0.058630;-0.600614;0.516310;-0.607659
1352;3377145397;5.984615;8.571266;13.248035;-17.432737;87.348145;150.805130;-0.053560;-0.581464;0.529944;-0.614972
1353;3377162064;8.681459;13.008405;8.308111;-10.739019;65.942123;180.029083;-0.043659;-0.561602;0.545199;-0.620850
1354;3377178731;5.463573;6.609320;9.901511;33.154591;51.748028;192.730698;-0.027910;-0.541852;0.557132;-0.628666
1355;3377195398;3.581598;7.457079;9.318890;5.736486;43.437916;216.913010;-0.011426;-0.520280;0.572957;-0.633165
1356;3377212065;-0.304753;6.680024;5.418599;26.870394;30.543808;221.458038;0.008153;-0.499013;0.586578;-0.637844
1357;3377228732;-4.087686;7.829094;10.785764;2.113073;23.141066;249.394608;0.029158;-0.475497;0.603811;-0.639113
1358;3377245399;-5.390237;13.617582;3.604259;37.951427;5.971589;269.206207;0.055967;-0.450999;0.618133;-0.641388
1359;3377262066;-12.050900;6.819228;7.818974;10.725235;2.110121;301.646240;0.084284;-0.423408;0.636026;-0.639604
1360;3377278733;-12.984290;15.890819;-0.658878;-36.826008;-2.157675;328.130798;0.112406;-0.393442;0.658596;-0.631522
1361;3377295400;-17.158484;9.202044;1.953469;-216.638580;-5.939959;355.302673;0.132805;-0.362999;0.697249;-0.603688
1362;3377312067;-19.014896;2.095741;-0.982314;-341.091370;-26.487547;373.566162;0.149781;-0.333239;0.744270;-0.559089
1363;3377328734;-23.090029;0.535551;-5.973482;-500.917053;-59.603817;365.610352;0.161006;-0.308205;0.798144;-0.491989
1364;3377345401;-26.588911;-3.075455;-3.789468;-648.982910;-103.269890;362.947632;0.168945;-0.286940;0.853468;-0.400894
1365;3377362068;-30.767473;2.932243;-18.177000;-686.974243;-156.048599;342.235229;0.178643;-0.268635;0.898268;-0.298391
1366;3377378735;-33.001762;-9.842892;-23.349869;-752.886597;-193.397690;290.373810;0.186040;-0.256715;0.930593;-0.182984
1367;3377395402;-29.508207;-1.203354;-33.810341;-825.506653;-221.751953;237.951096;0.190380;-0.250605;0.947576;-0.055248
1368;3377412069;-25.893278;-10.653881;-37.216740;-803.760437;-236.104752;167.258133;0.193930;-0.249754;0.946174;0.069055
1369;3377428736;-22.500187;-16.713533;-38.623112;-760.511963;-238.095856;89.940468;0.197329;-0.254738;0.928546;0.184314
1370;3377445403;-17.807293;-7.739748;-37.942486;-650.243652;-219.609497;27.062450;0.201702;-0.262637;0.901080;0.279988
1371;3377462070;-14.436622;-7.664356;-27.264833;-520.916870;-200.715881;-19.388828;0.208748;-0.271516;0.870175;0.354259
1372;3377478737;-10.808745;-5.406310;-25.523695;-433.965942;-171.916458;-58.583168;0.216416;-0.282759;0.838177;0.413123
1373;3377495404;-6.594234;-2.802016;-25.398293;-360.261688;-146.437256;-72.558403;0.223955;-0.293870;0.807518;0.459782
1374;3377512071;-11.161100;-22.769691;-22.050566;-228.515778;-123.762726;-114.071877;0.236626;-0.306414;0.782649;0.487421
1375;3377528738;-11.379149;-5.738812;-14.168324;-133.845505;-107.877495;-127.829422;0.252385;-0.318074;0.763419;0.502317
1376;3377545405;-13.408981;-20.007378;-6.774384;-95.845932;-94.854454;-139.988708;0.269105;-0.330412;0.746214;0.511444
1377;3377562072;-17.113792;-9.006367;-7.629754;-73.875336;-85.004272;-163.458908;0.287365;-0.344972;0.729275;0.516308
1378;3377578739;-18.064886;-15.728244;-11.180656;-108.288857;-63.285240;-172.230331;0.301992;-0.363276;0.709546;0.522854
1379;3377595406;-18.721722;-15.619569;-7.459650;-95.055618;-53.324863;-196.194046;0.317804;-0.383932;0.689263;0.525845
1380;3377612073;-13.457270;14.560772;-8.144950;-87.014442;-33.524258;-178.529678;0.330419;-0.403654;0.670806;0.527169
1381;3377628740;-12.812261;5.866573;-9.565265;-166.381775;-17.457952;-166.866501;0.335470;-0.426862;0.647049;0.535328
1382;3377645407;-13.951946;14.740330;-16.747688;-235.084518;20.872007;-155.336807;0.331174;-0.454723;0.619636;0.547359
1383;3377662074;-18.240942;4.265116;-8.619730;-250.596664;38.702671;-150.671036;0.323151;-0.483534;0.591137;0.558861
1384;3377678741;-19.648064;4.722463;-0.997432;-214.100098;56.279118;-136.765213;0.314443;-0.510082;0.566475;0.565728
1385;3377695408;-24.509840;6.634163;5.675933;-150.003952;56.599487;-138.131638;0.310146;-0.533215;0.546333;0.566579
1386;3377712075;-26.319078;-4.183088;6.733631;-145.678696;73.718735;-137.920929;0.304468;-0.557000;0.526791;0.565279
1387;3377728742;-24.681055;1.493590;9.628627;-138.096161;68.630493;-152.692413;0.300709;-0.580595;0.505896;0.562631
1388;3377745409;-23.433117;-3.696851;9.702931;-135.364914;82.887245;-159.629395;0.296371;-0.605102;0.484703;0.557744
1389;3377762076;-20.784023;-2.851206;-0.848802;-131.095459;84.665810;-158.232391;0.291858;-0.628794;0.463502;0.551909
1390;3377778743;-20.184397;-2.134065;-2.300971;-80.987946;88.499672;-160.603302;0.291563;-0.650213;0.445814;0.541723
1391;3377795410;-19.041714;-2.990074;-8.102440;-31.705637;90.922470;-160.207047;0.295491;-0.669168;0.431781;0.527698
1392;3377812077;-20.286608;-0.804196;-9.295242;8.885997;99.150993;-166.186386;0.303061;-0.686857;0.420294;0.509641
1393;3377828744;-20.841507;3.625815;-14.903246;22.606478;109.653427;-165.285614;0.311013;-0.704082;0.410028;0.489302
1394;3377845411;-21.612614;2.534542;-17.370718;41.615456;122.581512;-168.148178;0.320007;-0.720886;0.401048;0.465918
1395;3377862078;-21.754660;6.523396;-21.257183;23.716057;140.987579;-167.021759;0.325597;-0.738976;0.391444;0.441218
1396;3377878745;-21.448565;4.352707;-24.382837;31.679998;159.361404;-159.563416;0.330088;-0.756643;0.383631;0.413957
1397;3377895412;-22.850620;5.219004;-28.219465;16.914516;185.266281;-158.372055;0.330961;-0.775607;0.375868;0.384217
1398;3377912079;-23.780888;0.590988;-30.931997;-1.517469;209.597534;-148.143036;0.327313;-0.795213;0.368923;0.352701
1399;3377928746;-26.182156;6.219527;-31.582930;1.038306;236.885498;-143.262756;0.321661;-0.814620;0.363424;0.317572
1400;3377945413;-28.992624;-2.407114;-33.559345;7.586565;260.386383;-137.181442;0.314598;-0.833045;0.359428;0.279060
1401;3377962080;-32.132408;4.776273;-30.792057;-22.995989;289.582489;-135.646423;0.301535;-0.852267;0.354976;0.238138
1402;3377978747;-35.803276;0.755206;-28.116611;-53.452229;313.116455;-126.530746;0.282379;-0.871133;0.350792;0.195791
1403;3377995414;-40.296928;1.427842;-22.331589;-97.265030;336.023163;-114.201530;0.255353;-0.889432;0.346897;0.152867
1404;3378012081;-44.213577;-5.161557;-17.580151;-124.462578;350.692902;-104.155624;0.223065;-0.905812;0.343160;0.109488
1405;3378028748;-42.458462;-9.727001;-10.946871;-87.035858;352.283691;-93.259926;0.194817;-0.917631;0.340403;0.064232
1406;3378045415;-44.993999;-14.209592;-7.941241;43.621983;337.021057;-93.657097;0.184311;-0.923034;0.337380;0.014533
1407;3378062082;-46.500214;-14.227768;-8.821627;144.628510;321.202759;-110.664902;0.187804;-0.923992;0.330910;-0.038299
1408;3378078749;-41.547367;-8.858479;-6.823569;136.500580;323.394012;-134.874954;0.189566;-0.923636;0.320327;-0.091386
1409;3378095416;-34.565804;7.986271;-2.187290;109.236053;321.884491;-139.580612;0.187250;-0.921620;0.308531;-0.142695
1410;3378112083;-34.566475;12.120275;4.820025;-8.624153;318.501709;-112.442627;0.169419;-0.919323;0.301939;-0.187015
1411;3378128750;-30.918169;2.323957;5.916537;-19.941294;306.383850;-98.807732;0.150631;-0.915019;0.296501;-0.228336
1412;3378145417;-21.595207;7.185635;16.965481;-35.035103;290.797577;-79.490463;0.130910;-0.908933;0.293197;-0.265966
1413;3378162084;-18.442055;1.169793;18.402170;-99.068916;278.554016;-64.252457;0.103618;-0.902221;0.293582;-0.298445
1414;3378178751;-14.789728;3.278870;16.818281;19.120880;248.934448;-54.522430;0.093387;-0.893175;0.289203;-0.331481
1415;3378195418;-12.624741;7.970678;9.623541;106.008842;230.566513;-52.701706;0.095199;-0.882561;0.280252;-0.365351
1416;3378212085;-9.278541;12.383164;8.279188;102.883270;225.168259;-42.281578;0.097250;-0.870691;0.272386;-0.397801
1417;3378228752;-9.349792;12.715292;11.641226;64.761192;227.726013;-28.747026;0.095001;-0.857625;0.268153;-0.428426
1418;3378245419;-4.408262;19.089840;13.829815;6.933265;218.072662;-15.541846;0.086594;-0.844540;0.268747;-0.455005
1419;3378262086;-0.790920;17.147079;20.937977;15.219709;206.193558;12.147488;0.081340;-0.830280;0.271766;-0.479752
1420;3378278753;-3.280791;26.115038;6.392279;-8.874648;198.862244;46.729286;0.075725;-0.814711;0.280288;-0.501946
1421;3378295420;-9.391829;-2.144627;-13.490633;-103.940353;217.746613;81.220398;0.060395;-0.796533;0.299675;-0.521616
1422;3378312087;-9.114123;6.078378;6.200606;-194.954437;231.274887;67.465927;0.032786;-0.777440;0.323980;-0.538098
1423;3378328754;-4.944835;3.255305;28.689507;-284.814941;208.689850;99.293579;-0.001550;-0.757176;0.357973;-0.546385
1424;3378345421;6.383602;10.812590;11.216811;-257.134583;172.057144;125.930687;-0.028875;-0.736421;0.391733;-0.550814
1425;3378362088;9.763174;-16.630753;6.603066;-167.207306;135.228027;135.136200;-0.043778;-0.717079;0.418656;-0.555525
1426;3378378755;10.940407;-13.949869;-0.095310;-97.587204;137.274979;114.135712;-0.053179;-0.698445;0.437298;-0.564019
1427;3378395422;12.500427;-1.910568;22.752565;-68.146523;115.225403;106.697121;-0.058744;-0.681774;0.452628;-0.571719
1428;3378412089;13.191428;-4.031660;7.202374;-8.503737;83.275436;121.638168;-0.055062;-0.666851;0.464472;-0.580123
1429;3378428756;8.986478;-0.159091;-5.516819;9.676381;93.038765;107.295433;-0.051483;-0.651897;0.473093;-0.590393
1430;3378445423;8.123597;10.786839;10.763614;-18.051266;100.131500;117.454544;-0.050131;-0.635139;0.484780;-0.599228
1431;3378462090;9.513866;12.477348;9.761119;-17.827438;84.657112;134.896210;-0.046175;-0.618161;0.497874;-0.606520
1432;3378478757;10.349721;11.182914;9.358500;-11.777712;70.986519;155.903351;-0.038858;-0.600553;0.512076;-0.612866
1433;3378495424;8.638629;4.816228;6.654062;-7.803120;61.880013;180.547729;-0.028339;-0.581533;0.527729;-0.618481
1434;3378512091;4.847223;7.247563;6.380105;7.416431;50.343449;191.137665;-0.014690;-0.562342;0.542512;-0.623889
1435;3378528758;0.083956;5.263779;9.899245;-4.587371;44.528568;212.778320;0.000403;-0.541445;0.559654;-0.627395
1436;3378545425;-0.840602;13.658991;7.866527;-0.560148;26.408844;224.136887;0.018329;-0.520712;0.576733;-0.629208
1437;3378562092;-5.495900;7.874393;11.724420;-4.032629;12.243368;247.008926;0.039248;-0.498771;0.595129;-0.628895
1438;3378578759;-6.588272;12.161148;4.984758;4.802883;-1.824993;274.525787;0.064509;-0.474963;0.613773;-0.627321
1439;3378595426;-10.649156;3.842021;5.317476;-10.216630;-10.796472;293.259064;0.091158;-0.449650;0.633966;-0.622569
1440;3378612093;-11.484212;10.228632;1.027806;-23.146599;-16.508377;320.174561;0.119801;-0.421642;0.655774;-0.614676
1441;3378628760;-15.625901;7.176229;0.472572;-114.939247;-21.325581;339.519226;0.144761;-0.392793;0.685320;-0.595898
1442;3378645427;-17.191187;1.906317;-0.088659;-270.404938;-31.025257;356.280518;0.162820;-0.365004;0.726748;-0.558658
1443;3378662094;-21.042150;2.834276;-5.774886;-430.378876;-53.322708;359.956970;0.174227;-0.340399;0.776894;-0.500208
1444;3378678761;-25.141546;-6.906367;-5.622641;-538.262573;-91.221657;351.680054;0.182694;-0.319529;0.827499;-0.423991
1445;3378695428;-27.705303;4.018184;-10.869605;-660.188965;-132.426163;333.282684;0.187522;-0.303279;0.875067;-0.327284
1446;3378712095;-30.633778;-2.881134;-22.286558;-721.161011;-174.568802;296.534119;0.190989;-0.291492;0.911671;-0.217744
1447;3378728762;-30.037683;1.548029;-26.064726;-790.376831;-202.094147;247.346390;0.190957;-0.284812;0.934449;-0.096032
1448;3378745429;-25.393940;-10.013397;-29.709297;-774.535950;-229.659821;191.912231;0.191760;-0.281362;0.939922;0.024688
1449;3378762096;-21.957319;-16.759912;-32.088589;-749.719788;-234.183960;110.503891;0.191870;-0.284441;0.928864;0.139611
1450;3378778763;-19.087135;-15.795747;-31.323437;-709.213318;-227.182404;39.794022;0.191781;-0.292592;0.904207;0.244991
1451;3378795430;-17.197912;-6.162389;-23.873337;-560.973083;-213.062820;-17.739336;0.196353;-0.301941;0.873974;0.326262
1452;3378812097;-13.336747;-4.825053;-24.589594;-438.936829;-194.701126;-54.299927;0.204457;-0.311515;0.842941;0.388080
1453;3378828764;-12.526209;1.140160;-16.896336;-305.348999;-174.095520;-78.889961;0.216676;-0.320174;0.815711;0.430297
1454;3378845431;-13.108332;-14.880527;-24.429054;-276.521545;-150.857941;-99.334549;0.228187;-0.331057;0.788010;0.466233
1455;3378862098;-16.381178;-14.102522;-16.158451;-183.856766;-127.861351;-132.667923;0.243366;-0.343702;0.764311;0.488334
1456;3378878765;-16.928534;-10.066955;-13.300745;-155.566406;-118.784599;-147.820862;0.259706;-0.357297;0.741158;0.505546
1457;3378895432;-18.325996;-17.566437;-10.064197;-132.337769;-93.721947;-165.382568;0.275537;-0.373381;0.718858;0.517600
1458;3378912099;-18.027592;-12.840248;-13.696253;-118.260872;-81.373245;-183.483032;0.291902;-0.391381;0.696292;0.526110
1459;3378928766;-13.340144;8.251949;-15.223855;-124.030251;-54.263138;-185.810074;0.305027;-0.411566;0.673509;0.532877
1460;3378945433;-11.809612;3.618410;-17.906790;-184.685806;-30.040945;-172.122070;0.310612;-0.434491;0.647113;0.544043
1461;3378962100;-11.808171;8.922381;-11.011395;-191.515106;-4.749115;-158.012466;0.311754;-0.457860;0.621392;0.554117
1462;3378978767;-14.271297;14.650675;-14.146564;-216.355759;19.305593;-154.329742;0.308231;-0.483328;0.594180;0.564215
1463;3378995434;-17.398722;5.875164;-15.201636;-181.416565;43.359215;-140.114380;0.303385;-0.507338;0.571177;0.569493
1464;3379012101;-20.621922;1.754112;5.408074;-171.293243;47.247684;-134.281036;0.298065;-0.530192;0.549036;0.573248
1465;3379028768;-23.116949;3.390082;3.770530;-118.108246;53.861675;-133.065231;0.295918;-0.550702;0.531192;0.571835
1466;3379045435;-26.571079;0.804004;4.432275;-135.020523;65.218933;-134.470078;0.291389;-0.572527;0.511874;0.570343
1467;3379062102;-23.651791;-1.452633;6.552608;-180.385040;74.869392;-144.267868;0.282849;-0.597172;0.487827;0.570444
1468;3379078769;-22.679758;-1.861425;4.668618;-142.563690;75.529778;-148.715637;0.277580;-0.619927;0.465977;0.567015
1469;3379095436;-21.954424;-2.118900;1.182073;-157.731949;88.485619;-145.474304;0.269481;-0.643445;0.443164;0.562996
1470;3379112103;-19.546791;-1.101840;-9.555174;-127.489441;90.853989;-145.862610;0.263790;-0.665294;0.422405;0.556213
1471;3379128770;-19.616762;-3.533783;-4.012079;-85.325226;100.003105;-145.910934;0.261348;-0.685671;0.405035;0.545435
1472;3379145437;-18.566610;0.605236;-7.920626;-61.682709;103.641945;-151.388351;0.261256;-0.705189;0.388795;0.532252
1473;3379162104;-19.655983;1.341808;-9.189056;-51.503433;119.005150;-148.438553;0.260861;-0.724752;0.373919;0.516595
1474;3379178771;-20.183258;9.253892;-16.621088;-34.575588;130.587463;-150.591568;0.261522;-0.744025;0.360216;0.498274
1475;3379195438;-19.049671;5.815463;-23.672853;-34.561031;152.077286;-139.207733;0.259919;-0.763573;0.348274;0.477602
1476;3379212105;-19.880646;12.798083;-21.565962;-5.709984;167.493896;-133.938461;0.260047;-0.782104;0.339203;0.453465
1477;3379228772;-21.510567;6.384629;-25.123985;9.237906;191.828491;-124.525513;0.259683;-0.800374;0.332787;0.425699
1478;3379245439;-23.026390;7.210353;-29.326273;23.091879;209.992340;-119.212784;0.259337;-0.818029;0.328153;0.394828
1479;3379262106;-26.758642;9.959854;-28.882412;19.392895;237.196182;-109.461014;0.256254;-0.835795;0.325063;0.360714
1480;3379278773;-28.789103;2.664848;-31.726944;28.148932;257.111359;-100.964989;0.252356;-0.852558;0.323704;0.323538
1481;3379295440;-32.421028;4.537127;-33.360970;15.988921;287.583527;-98.218414;0.244863;-0.869504;0.322633;0.282690
1482;3379312107;-36.475159;3.281171;-28.338072;-24.131218;314.516296;-89.124977;0.230068;-0.886670;0.321315;0.240087
1483;3379328774;-41.290356;4.407072;-21.726265;-32.869881;333.482178;-76.752258;0.212231;-0.902036;0.321117;0.195379
1484;3379345441;-42.320080;-2.538651;-17.514431;6.856322;342.793884;-69.856117;0.198416;-0.913765;0.322370;0.147455
1485;3379362108;-43.309185;-5.825618;-11.801342;21.430580;346.360626;-71.366455;0.185916;-0.922782;0.322930;0.098107
1486;3379378775;-44.853146;-6.803200;-10.885449;122.293213;335.433594;-78.069176;0.187123;-0.926685;0.322792;0.045223
1487;3379395442;-44.914112;-8.847197;-7.388184;226.999191;321.429565;-86.135849;0.202654;-0.925138;0.320831;-0.010847
1488;3379412109;-44.725578;-5.857884;-5.726222;172.356567;325.866791;-115.471436;0.210037;-0.923542;0.314086;-0.065601
1489;3379428776;-39.617176;1.573326;0.173194;30.752752;340.994507;-134.908508;0.197019;-0.924285;0.305608;-0.116123
1490;3379445443;-35.828259;10.171531;5.684040;36.396805;332.222015;-109.789886;0.185129;-0.921442;0.299341;-0.164519
1491;3379462110;-34.197758;1.683996;6.730525;-25.660698;325.784027;-97.358978;0.165093;-0.917647;0.295308;-0.208473
1492;3379478777;-26.911917;3.839513;14.994055;-48.039700;313.475525;-80.390335;0.142813;-0.911976;0.293235;-0.248832
1493;3379495444;-22.665627;-1.851035;14.632264;-48.962086;299.062683;-67.579132;0.121245;-0.904442;0.291977;-0.286416
1494;3379512111;-19.265152;1.628676;18.602827;16.875168;274.449158;-64.249268;0.109364;-0.895035;0.287465;-0.322980
1495;3379528778;-15.053059;7.419000;12.055058;136.233414;254.225250;-63.501293;0.113757;-0.883135;0.276670;-0.361367
1496;3379545445;-10.166409;12.052261;15.184676;103.136459;243.382614;-61.233315;0.114276;-0.870820;0.267308;-0.396435
1497;3379562112;-7.646490;17.591412;14.285884;2.883154;249.391708;-32.938305;0.103307;-0.857519;0.267043;-0.427407
1498;3379578779;-2.854839;10.497735;19.433966;-38.331867;224.349670;-22.969801;0.088598;-0.845014;0.269865;-0.453072
1499;3379595446;1.953409;16.605825;16.640305;-31.356211;212.157654;12.914367;0.077444;-0.830954;0.276188;-0.476696
1500;3379612113;-4.600152;31.828411;1.535738;-108.685196;216.902802;56.548817;0.059596;-0.814750;0.292843;-0.496864
1501;3379628780;-4.680127;7.759826;8.390590;-73.113701;205.491150;79.188896;0.047869;-0.797165;0.309088;-0.516431
1502;3379645447;-6.918726;6.399758;9.553710;-114.404320;202.737091;94.262627;0.032504;-0.778428;0.329763;-0.533151
1503;3379662114;-4.701208;-9.886425;4.360877;-314.674072;214.483566;108.034210;-0.005141;-0.757273;0.366768;-0.540363
1504;3379678781;7.590502;7.590110;22.441404;-265.514465;173.730103;134.345139;-0.033122;-0.735744;0.401763;-0.544216
