PacketCounter;SampleTimeFine;Acc_X;Acc_Y;Acc_Z;Gyr_X;Gyr_Y;Gyr_Z;Quat_W;Quat_X;Quat_Y;Quat_Z
1142;2756359701;-10.101356;0.040951;5.362886;-230.124313;-80.062325;138.313019;0.495739;-0.352966;0.745330;-0.272291
1143;2756376368;-9.893643;-4.865162;0.127665;-189.674805;-96.749054;131.827545;0.501496;-0.355680;0.752187;-0.237087
1144;2756393035;-8.497199;-5.836937;0.685584;-139.589432;-110.537033;121.821304;0.510440;-0.355906;0.754913;-0.207097
1145;2756409702;-8.379766;-8.107851;1.390946;-127.044731;-116.902817;112.194229;0.519973;-0.356125;0.755565;-0.178676
1146;2756426369;-12.105073;-10.540954;5.948056;-85.135315;-131.170319;98.746040;0.532485;-0.354750;0.752721;-0.155000
1147;2756443036;-10.879814;-6.052147;9.711751;-18.798071;-145.011032;91.610443;0.549440;-0.349095;0.746400;-0.138336
1148;2756459703;-15.582800;-7.372029;8.033689;-85.248566;-157.922699;81.996819;0.563861;-0.349798;0.739322;-0.114484
1149;2756476370;-16.505657;-6.797447;14.302366;-46.979725;-169.781754;75.910042;0.580979;-0.347930;0.729703;-0.094562
1150;2756493037;-19.020515;-6.626896;10.144244;25.223713;-193.109787;69.781082;0.603694;-0.340624;0.716154;-0.081574
1151;2756509704;-22.405355;-5.958628;12.774365;14.304733;-203.509216;69.077484;0.626396;-0.334135;0.701073;-0.066926
1152;2756526371;-25.009533;-4.581089;13.314680;-30.018972;-213.040985;59.008244;0.647208;-0.332442;0.684314;-0.048153
1153;2756543038;-21.071768;-8.036153;-6.480609;-102.476112;-184.651917;42.654640;0.660948;-0.338638;0.669213;-0.025045
1154;2756559705;-20.680841;-6.589860;-6.583282;-102.124557;-175.986740;27.950651;0.673158;-0.345913;0.653597;-0.003794
1155;2756576372;-19.693111;-10.400823;-1.465832;-73.322365;-166.470703;26.020893;0.685340;-0.350293;0.638285;0.014052
1156;2756593039;-22.555729;-9.620515;-4.445740;-58.784828;-164.054993;13.188844;0.697579;-0.354209;0.622151;0.029123
1157;2756609706;-25.076868;-12.265267;-0.552025;-42.280689;-163.125061;7.705463;0.710143;-0.356755;0.605520;0.042074
1158;2756626373;-26.611189;-7.995292;2.143544;-70.010071;-161.680695;-0.029816;0.720722;-0.362652;0.588087;0.056556
1159;2756643040;-24.395960;0.520540;4.665089;-72.420357;-158.624786;-1.702390;0.730445;-0.368741;0.570491;0.070868
1160;2756659707;-23.077503;2.994689;5.317596;-103.152275;-155.596024;-8.121404;0.737823;-0.378380;0.552182;0.086839
1161;2756676374;-21.623302;4.586738;5.212318;-77.396835;-154.599792;0.070513;0.745926;-0.384327;0.534400;0.101515
1162;2756693041;-19.793531;2.996408;6.213458;-70.300819;-156.227249;7.134907;0.753974;-0.388662;0.516630;0.116440
1163;2756709708;-20.043690;-0.901046;8.008275;-90.254555;-158.378265;5.814157;0.760580;-0.394969;0.497888;0.132766
1164;2756726375;-21.551674;-1.308638;6.646677;-88.051468;-164.115234;5.192739;0.767197;-0.400670;0.478168;0.149091
1165;2756743042;-23.309734;-0.289873;7.538659;-107.733231;-171.181366;1.850957;0.772619;-0.408321;0.456670;0.166698
1166;2756759709;-21.123898;0.011970;9.349393;-108.881355;-176.778748;5.554581;0.777571;-0.415344;0.434346;0.184979
1167;2756776376;-19.038445;-3.144132;9.151861;-107.367081;-182.280243;1.604331;0.782355;-0.421899;0.410813;0.202870
1168;2756793043;-18.532269;-8.008893;6.386202;-109.197205;-185.304749;-2.727109;0.786592;-0.428426;0.386224;0.220356
1169;2756809710;-21.109705;-13.940730;8.744053;-123.406128;-188.556244;-17.662600;0.789799;-0.436894;0.359483;0.236886
1170;2756826377;-21.952343;-20.540936;7.218843;-96.328171;-191.153671;-34.706303;0.794633;-0.442633;0.331914;0.249939
1171;2756843044;-22.927151;-22.096117;7.028738;-67.950775;-194.816391;-56.382713;0.801471;-0.445623;0.303223;0.259078
1172;2756859711;-24.645262;-22.974527;8.600229;-85.390663;-193.084351;-76.713829;0.807040;-0.451208;0.272446;0.266217
1173;2756876378;-27.053593;-25.375311;9.580530;-91.626450;-193.477234;-103.542625;0.812326;-0.458114;0.239316;0.270161
1174;2756893045;-27.511885;-25.702549;11.532312;-136.439743;-188.048157;-129.982880;0.814364;-0.470881;0.202996;0.271801
1175;2756909712;-26.180664;-21.777798;9.475058;-169.591599;-179.162598;-157.832397;0.813606;-0.488011;0.164197;0.270057
1176;2756926379;-25.547571;-17.365379;9.489732;-152.083908;-169.712921;-181.398315;0.813306;-0.503160;0.125267;0.263956
1177;2756943046;-28.274200;-7.665221;10.070570;-126.955353;-166.070648;-194.128845;0.813824;-0.514850;0.086622;0.255183
1178;2756959713;-30.973278;0.682278;13.681002;-142.773148;-160.236847;-200.379669;0.811874;-0.527796;0.047536;0.245017
1179;2756976380;-30.316576;5.142117;8.064846;-128.777786;-162.134842;-201.136108;0.809602;-0.538063;0.008676;0.234434
1180;2756993047;-26.888758;6.839121;12.105619;-195.078445;-148.001465;-203.190582;0.800638;-0.555566;-0.030861;0.222201
1181;2757009714;-23.603394;12.070020;1.364898;-214.769852;-135.512573;-201.232422;0.788380;-0.574554;-0.069272;0.208681
1182;2757026381;-22.827026;8.133916;-0.728821;-142.523956;-123.726364;-191.688934;0.780542;-0.584660;-0.103155;0.195671
1183;2757043048;-20.522375;11.144563;-1.266834;-142.967194;-115.068924;-190.687149;0.771620;-0.594232;-0.135788;0.181805
1184;2757059715;-18.777332;4.239263;-0.194201;-135.868317;-101.727264;-180.690948;0.762272;-0.602768;-0.165653;0.167848
1185;2757076382;-15.164161;9.914462;-6.066065;-101.581657;-95.049301;-181.730301;0.755229;-0.606952;-0.193816;0.153863
1186;2757093049;-11.623806;13.564599;-8.806734;-115.544685;-75.626923;-171.902115;0.746496;-0.612783;-0.219087;0.138719
1187;2757109716;-8.840876;14.049337;-8.728740;-107.782494;-65.792183;-161.511185;0.737853;-0.617763;-0.242023;0.123966
1188;2757126383;-4.609759;5.920484;-9.920082;-83.732185;-55.247601;-154.296509;0.731029;-0.620156;-0.262582;0.109794
1189;2757143050;-5.481268;-6.547177;-6.243183;-5.419868;-51.750374;-149.175049;0.730864;-0.614133;-0.280935;0.098771
1190;2757159717;-3.901596;-8.757700;-6.680374;48.743378;-53.544762;-162.405350;0.735223;-0.601458;-0.299729;0.088656
1191;2757176384;-4.074099;-5.568348;-4.440818;25.017534;-45.573463;-164.568893;0.737412;-0.590975;-0.317990;0.076521
1192;2757193051;-3.429862;-0.014484;-5.752122;1.259636;-41.971069;-171.491989;0.737342;-0.582413;-0.336536;0.062184
1193;2757209718;-2.910196;3.150923;-11.328065;-26.669880;-33.179588;-167.854279;0.734838;-0.576756;-0.353897;0.046080
1194;2757226385;-2.656580;2.060225;-12.869507;-10.861097;-22.217146;-166.290482;0.733756;-0.569247;-0.369676;0.030001
1195;2757243052;-3.252965;-3.323528;-7.587575;9.815808;-16.141262;-165.871521;0.734265;-0.559282;-0.384511;0.014550
1196;2757259719;-4.342101;-5.570884;-6.251873;-2.580631;-7.322762;-171.036591;0.733829;-0.550061;-0.398648;-0.002867
1197;2757276386;-5.260167;-3.688863;-7.562481;-49.708111;6.384408;-177.926575;0.729929;-0.545126;-0.411612;-0.024834
1198;2757293053;-4.298654;-2.514567;-6.449244;-80.532570;25.496273;-178.719437;0.724163;-0.542956;-0.422217;-0.050212
1199;2757309720;-1.175773;-0.888703;-9.390585;-98.678429;41.453712;-182.789993;0.717274;-0.541874;-0.430993;-0.078341
1200;2757326387;1.822681;-1.696786;-20.983866;-105.193802;70.316788;-173.733322;0.711082;-0.541214;-0.435612;-0.108132
1201;2757343054;-1.832818;-11.689941;-14.797575;-63.728302;97.568062;-176.122696;0.709118;-0.535209;-0.437922;-0.137579
1202;2757359721;-0.608245;0.409641;-6.245661;-44.339005;120.818367;-184.957291;0.709241;-0.525681;-0.438519;-0.168343
1203;2757376388;-1.853549;-5.666694;-9.596595;-31.716913;135.749741;-173.313812;0.710822;-0.514687;-0.436571;-0.198081
1204;2757393055;-2.022109;-3.307492;-10.559175;-50.543003;164.872955;-185.466202;0.711644;-0.503441;-0.431499;-0.232206
1205;2757409722;2.230037;10.588806;-0.483792;-57.201626;185.117340;-170.115433;0.712788;-0.492498;-0.422436;-0.266323
1206;2757426389;3.277006;10.165386;9.630268;-118.963730;203.254089;-155.160782;0.710106;-0.487400;-0.407427;-0.303635
1207;2757443056;4.663913;10.302036;8.200027;-35.077835;195.984528;-124.278091;0.713313;-0.475064;-0.394116;-0.331923
1208;2757459723;10.170452;4.138718;25.097095;-31.324789;174.684677;-96.855873;0.716169;-0.464423;-0.380909;-0.355418
1209;2757476390;12.158269;1.324844;18.928141;-34.628258;151.108551;-98.799500;0.716866;-0.454815;-0.369775;-0.377510
1210;2757493057;10.895434;5.400342;8.777191;-29.631756;142.126877;-74.603775;0.718299;-0.446148;-0.357988;-0.396036
1211;2757509724;7.559535;-14.181391;14.746678;-28.072657;131.485672;-78.193260;0.718682;-0.437474;-0.347449;-0.413996
1212;2757526391;6.889084;-11.404942;5.198615;8.149060;125.138672;-98.870735;0.719454;-0.424121;-0.340834;-0.431671
1213;2757543058;3.767495;-10.743727;14.373198;-44.703293;137.459183;-116.140167;0.716049;-0.414415;-0.330441;-0.454251
1214;2757559725;3.740249;-6.499718;7.631933;-36.097088;137.657806;-124.854179;0.712085;-0.403070;-0.320826;-0.477013
1215;2757576392;4.385500;-2.430896;13.840317;-17.093147;132.692307;-121.027863;0.708759;-0.389993;-0.312567;-0.497864
1216;2757593059;6.455764;-1.768942;11.218413;-57.652351;129.961823;-129.525436;0.701877;-0.380605;-0.301879;-0.520941
1217;2757609726;9.142454;2.870661;5.509914;-45.972351;123.913292;-118.355240;0.695709;-0.370687;-0.291844;-0.541671
1218;2757626393;4.402298;-3.676253;11.568841;-45.250687;128.001282;-122.693779;0.688918;-0.359927;-0.281505;-0.562672
1219;2757643060;2.998564;-1.867579;6.001508;-19.096624;129.872940;-122.997391;0.683067;-0.346123;-0.272917;-0.582354
1220;2757659727;-0.280009;-7.687854;7.531553;-54.071800;138.644409;-129.308411;0.674747;-0.334539;-0.260600;-0.604060
1221;2757676394;3.824126;4.641715;4.934665;-23.099840;141.135010;-129.740341;0.667448;-0.319420;-0.250539;-0.624272
1222;2757693061;2.488862;5.686251;4.645828;-25.887787;151.932037;-119.727577;0.660771;-0.303689;-0.238528;-0.643631
1223;2757709728;3.656189;8.067090;8.060403;-22.313892;157.311874;-111.734703;0.654638;-0.287127;-0.225807;-0.661830
1224;2757726395;3.482673;5.920072;1.386801;-16.252569;162.714981;-96.525795;0.649867;-0.269715;-0.212363;-0.678107
1225;2757743062;-0.560096;7.373093;4.946016;-85.657814;187.774246;-90.708824;0.643107;-0.256311;-0.189310;-0.696334
1226;2757759729;-0.091944;9.333082;0.963207;-111.194603;206.470673;-73.302742;0.636895;-0.243551;-0.161064;-0.713518
1227;2757776396;-2.985408;9.310048;8.527169;-196.814560;230.626968;-52.264420;0.629336;-0.236279;-0.120718;-0.730436
1228;2757793063;-3.175053;6.704253;7.134767;-234.251633;244.806091;-29.525091;0.621738;-0.230752;-0.074062;-0.744790
1229;2757809730;-5.325713;6.521420;11.044806;-289.529541;256.027649;-4.923510;0.613317;-0.228584;-0.019384;-0.755789
1230;2757826397;-2.128231;1.243534;6.235424;-294.435486;258.747589;20.871222;0.605594;-0.225839;0.036996;-0.762159
1231;2757843064;-4.325931;-2.730634;6.726343;-356.829773;256.665771;42.241203;0.595965;-0.227843;0.100666;-0.763401
1232;2757859731;-6.176926;-4.249230;9.492387;-411.326630;259.230621;62.922161;0.584053;-0.232908;0.170830;-0.758587
1233;2757876398;-5.539527;-3.590354;9.780380;-432.607025;244.590942;89.802979;0.571689;-0.239473;0.242126;-0.746458
1234;2757893065;-5.882633;-1.357386;10.361770;-487.961731;231.187347;111.054810;0.556818;-0.249899;0.317605;-0.725694
1235;2757909732;-1.244419;4.900144;5.655395;-534.698975;211.424026;136.677811;0.540034;-0.263241;0.395126;-0.694941
1236;2757926399;-4.818413;-4.397794;18.948782;-469.712921;169.846207;165.317856;0.527474;-0.272290;0.461279;-0.659433
1237;2757943066;-2.501848;-8.633039;14.595090;-501.851044;134.950226;170.212753;0.513286;-0.285132;0.525164;-0.615988
1238;2757959733;-2.492557;-7.795293;9.546020;-411.816132;89.633278;180.429428;0.504482;-0.293009;0.575172;-0.573430
1239;2757976400;-2.947586;-14.680765;-0.302532;-359.782471;58.100910;171.198517;0.497805;-0.299328;0.615846;-0.532285
1240;2757993067;-0.335906;-6.900000;-1.418338;-343.619843;38.104286;164.615326;0.491497;-0.305671;0.651517;-0.490432
1241;2758009734;-2.978727;-8.163790;5.394348;-382.821716;18.981276;163.079453;0.483492;-0.315320;0.686326;-0.442454
1242;2758026401;-5.294249;-12.487353;7.748792;-370.490295;-9.203590;151.257660;0.476425;-0.326008;0.715368;-0.393685
1243;2758043068;-5.830071;-9.337383;5.409272;-286.642090;-41.394520;138.931442;0.474679;-0.333127;0.734773;-0.351873
1244;2758059735;-4.798588;-3.276488;0.145192;-186.110352;-66.616302;130.500214;0.479291;-0.334954;0.745626;-0.319577
1245;2758076402;-5.992609;0.710155;3.935979;-114.469185;-85.012505;130.332489;0.488912;-0.332344;0.751113;-0.293840
1246;2758093069;-7.508562;-4.676670;5.503950;-96.533257;-100.769196;126.725624;0.500605;-0.329267;0.753951;-0.269326
1247;2758109736;-5.772616;-3.662293;7.156435;-94.946678;-112.176552;119.479187;0.512983;-0.327071;0.754958;-0.244770
1248;2758126403;-8.965770;-6.276703;2.441020;-164.663651;-121.819939;110.978989;0.522334;-0.331051;0.756579;-0.212514
1249;2758143070;-7.014889;-3.690174;1.987594;-166.509995;-125.157074;96.700256;0.530946;-0.336487;0.756442;-0.180745
1250;2758159737;-9.890384;-0.265661;6.179597;-152.882217;-138.366455;89.362053;0.540915;-0.341674;0.753730;-0.150204
1251;2758176404;-11.769414;-2.625879;9.021858;-113.431877;-148.649597;80.800385;0.553281;-0.344587;0.748174;-0.124003
1252;2758193071;-12.681721;-1.265026;12.129215;-88.001884;-169.080811;76.513611;0.568608;-0.345978;0.739613;-0.099789
1253;2758209738;-17.105381;-1.860161;12.276459;41.653614;-192.156754;77.133522;0.592460;-0.336577;0.726584;-0.088223
1254;2758226405;-19.610643;-4.765102;10.207420;37.713039;-194.368973;75.444954;0.615801;-0.327372;0.712609;-0.076196
1255;2758243072;-21.625143;-8.270518;19.365187;30.736576;-211.515274;74.823029;0.639974;-0.318690;0.696384;-0.062613
1256;2758259739;-20.463114;-5.103216;-5.917609;-54.846149;-201.552444;62.615711;0.658438;-0.318764;0.680509;-0.041922
1257;2758276406;-21.432636;-6.565682;0.430754;-156.715591;-178.760574;49.196983;0.669074;-0.329447;0.666052;-0.013446
1258;2758293073;-21.762814;-7.515155;-4.188174;-117.692795;-170.585587;37.737122;0.680030;-0.337089;0.651028;0.009745
1259;2758309740;-23.198772;-13.410564;-7.273776;-64.548805;-169.136902;28.770653;0.692881;-0.340075;0.635248;0.026933
1260;2758326407;-23.617807;-14.855018;0.952263;-86.153114;-165.100372;15.666842;0.703807;-0.346263;0.618687;0.044563
1261;2758343074;-24.193726;-14.290552;0.891069;-91.219917;-166.562408;-1.173326;0.714177;-0.354253;0.600619;0.060944
1262;2758359741;-24.408360;-2.544645;1.420712;-51.322941;-168.367706;-9.143377;0.726308;-0.358560;0.581874;0.073043
1263;2758376408;-22.541710;-1.592584;3.187915;-46.457096;-166.335388;-8.463519;0.738025;-0.362081;0.563073;0.084654
1264;2758393075;-22.627974;2.717352;8.174703;-63.071587;-162.548233;-10.063222;0.748091;-0.367322;0.544047;0.097203
1265;2758409742;-22.566256;3.802006;6.487000;-43.810741;-163.958511;-1.724038;0.758707;-0.369526;0.525261;0.109157
1266;2758426409;-20.685263;0.191954;6.707453;-8.833633;-171.212509;3.019390;0.771205;-0.367136;0.506185;0.119293
1267;2758443076;-19.703171;-5.515275;8.638638;-45.638596;-171.975403;7.035295;0.781218;-0.368313;0.486287;0.132553
1268;2758459743;-19.513210;-9.324735;8.409179;-73.716759;-170.356918;1.140742;0.789178;-0.372874;0.465375;0.146938
1269;2758476410;-18.516880;-5.043113;6.854511;-95.197571;-171.914764;-3.132641;0.795557;-0.379888;0.443231;0.162237
1270;2758493077;-17.516787;-4.459994;10.654228;-63.683784;-173.626068;-3.567947;0.803179;-0.382963;0.421275;0.175415
1271;2758509744;-17.159611;1.808710;9.909227;-90.758873;-175.801971;-5.390591;0.808852;-0.388961;0.397950;0.190010
1272;2758526411;-20.145514;1.374953;11.599753;-107.953026;-180.286346;-5.306010;0.813099;-0.396498;0.373297;0.205692
1273;2758543078;-22.798367;-3.507444;13.632848;-124.079239;-185.352219;-5.064365;0.815882;-0.405369;0.347230;0.222362
1274;2758559745;-22.532104;-8.158841;13.162985;-113.230949;-190.853851;-13.316465;0.819001;-0.412762;0.320029;0.237588
1275;2758576412;-20.136848;-11.469255;11.504693;-99.375084;-194.205750;-21.304960;0.822542;-0.418346;0.292111;0.251163
1276;2758593079;-21.690844;-14.392491;10.922019;-51.648838;-204.361084;-32.754539;0.829022;-0.417947;0.263741;0.261696
1277;2758609746;-23.227365;-18.465446;13.423377;-64.958267;-209.585709;-46.587589;0.834571;-0.419093;0.233138;0.271110
1278;2758626413;-24.780525;-21.763355;11.935030;-90.759415;-206.377640;-66.595093;0.838288;-0.423745;0.200436;0.278459
1279;2758643080;-25.638748;-28.274097;15.409812;-151.425278;-197.000534;-91.808708;0.837889;-0.436398;0.164617;0.283550
1280;2758659747;-25.296162;-26.338039;6.675151;-138.468338;-184.729050;-119.373253;0.837925;-0.448056;0.128851;0.283770
1281;2758676414;-26.208212;-16.578138;2.071276;-138.262711;-168.700928;-142.377777;0.837393;-0.460211;0.093384;0.279748
1282;2758693081;-27.442699;-6.111969;12.570848;-116.073257;-165.089676;-156.547501;0.837668;-0.469409;0.058231;0.273089
1283;2758709748;-28.306772;-1.801200;13.361967;-140.151962;-170.859787;-165.682373;0.835457;-0.480686;0.020781;0.265560
1284;2758726415;-27.885904;1.602543;-0.595758;-208.851227;-148.665970;-170.596359;0.827072;-0.500300;-0.016921;0.255667
1285;2758743082;-28.312040;1.248509;-3.865324;-151.417038;-131.721848;-170.723846;0.821475;-0.512798;-0.050360;0.244298
1286;2758759749;-28.055815;3.489645;-3.738784;-205.008240;-101.332062;-173.524368;0.810882;-0.531972;-0.082137;0.229631
1287;2758776416;-24.916765;3.919644;-0.523133;-183.493668;-85.878136;-175.970688;0.800900;-0.548266;-0.111375;0.213449
1288;2758793083;-20.251642;2.856442;-4.979743;-134.432175;-70.126129;-172.806229;0.793946;-0.558690;-0.136814;0.196974
1289;2758809750;-17.224815;3.440150;-8.872649;-130.912827;-53.848785;-178.344116;0.786892;-0.568487;-0.160555;0.178457
1290;2758826417;-10.917366;6.881890;-9.884452;-127.399094;-34.913429;-175.928360;0.779678;-0.577880;-0.181671;0.158603
1291;2758843084;-9.452424;-3.419704;-5.461255;-102.031868;-21.822968;-177.659546;0.774239;-0.584146;-0.200711;0.138003
1292;2758859751;-8.235243;-4.864972;-6.199102;-132.649002;-2.592341;-185.949799;0.766161;-0.593463;-0.218728;0.113835
1293;2758876418;-9.067415;-7.290061;-4.419282;-95.421318;4.527151;-194.987625;0.760875;-0.597885;-0.235920;0.089140
1294;2758893085;-11.865469;-6.732373;-1.134598;-40.114811;7.565054;-204.305206;0.759910;-0.595379;-0.252664;0.064987
1295;2758909752;-13.056289;-3.408685;5.091174;5.247103;-1.979700;-215.663864;0.761938;-0.586824;-0.270780;0.042039
1296;2758926419;-9.782779;5.626444;4.293546;35.261169;-12.369615;-220.274429;0.765429;-0.574123;-0.289961;0.020619
1297;2758943086;-7.040599;7.551603;-2.642805;76.276680;-21.563967;-215.761093;0.771175;-0.556411;-0.309341;0.002163
1298;2758959753;-7.386512;5.618027;-3.905828;77.826660;-22.094467;-211.358154;0.776218;-0.538137;-0.328096;-0.015717
1299;2758976420;-7.758695;8.480285;-3.131493;-5.596259;-12.011661;-208.014450;0.774482;-0.528906;-0.344955;-0.037990
1300;2758993087;-7.810776;9.312998;-2.293226;-40.187950;-6.226029;-198.466537;0.769768;-0.523567;-0.359959;-0.061354
1301;2759009754;-6.297057;3.113522;-5.106176;-34.916885;0.661772;-190.661636;0.765275;-0.517568;-0.373378;-0.084064
1302;2759026421;-6.883773;0.316237;-3.153466;-75.594719;19.553127;-193.947891;0.758063;-0.515271;-0.384163;-0.110707
1303;2759043088;-4.650820;7.491598;-0.077387;-115.252190;38.031628;-192.469315;0.748185;-0.516639;-0.391810;-0.140675
1304;2759059755;-0.666397;6.506048;-4.045686;-102.323494;50.744083;-177.969452;0.739549;-0.516652;-0.396887;-0.169172
1305;2759076422;1.887244;2.745305;-9.277355;-65.831650;65.563141;-167.980804;0.734116;-0.512522;-0.400227;-0.195487
1306;2759093089;1.866436;1.414887;-11.053894;-70.882683;89.924690;-168.170456;0.729094;-0.507829;-0.400564;-0.223791
1307;2759109756;-0.114971;-5.506632;-9.639440;-56.999939;112.844658;-171.170853;0.725646;-0.500306;-0.398837;-0.253104
1308;2759126423;-3.421444;-8.042728;-6.766000;6.528390;120.020729;-175.109985;0.726393;-0.485144;-0.398635;-0.279425
1309;2759143090;0.950543;12.798646;7.475982;-23.314905;138.454025;-185.749924;0.724921;-0.471298;-0.395625;-0.309597
1310;2759159757;4.328397;6.088312;1.428884;-66.237923;152.830795;-165.911407;0.721397;-0.461900;-0.387371;-0.340852
1311;2759176424;9.656767;17.310242;16.477520;-20.977970;148.988525;-148.007126;0.720819;-0.448458;-0.380180;-0.367111
1312;2759193091;13.852423;15.082753;19.049004;-86.974602;143.052704;-116.448624;0.716634;-0.443528;-0.367695;-0.393092
1313;2759209758;17.539391;6.200739;11.566540;-57.535881;121.795143;-103.652077;0.713400;-0.437035;-0.358014;-0.414594
1314;2759226425;17.796665;9.765208;10.380354;-50.764198;120.965439;-79.477867;0.711601;-0.430871;-0.347109;-0.433002
1315;2759243092;10.286080;-11.421343;11.456774;-13.782772;103.982086;-81.907700;0.710778;-0.421599;-0.340318;-0.448591
1316;2759259759;6.785447;-6.479769;8.663464;-14.597760;104.171661;-93.604965;0.708884;-0.411656;-0.334001;-0.465261
1317;2759276426;3.278562;-13.353028;8.357318;-18.685553;111.221222;-110.237320;0.705634;-0.400654;-0.327498;-0.484049
1318;2759293093;3.763020;-0.552327;4.862774;-22.189089;121.448959;-121.231735;0.701500;-0.388554;-0.320107;-0.504436
1319;2759309760;5.740457;-1.060852;5.112333;-19.092768;126.730446;-115.080383;0.697791;-0.375788;-0.311851;-0.524042
1320;2759326427;6.076854;4.190740;9.996843;-35.131290;122.738777;-114.940819;0.692591;-0.364723;-0.302575;-0.543823
1321;2759343094;7.867660;4.949328;10.182041;-76.539154;125.584610;-105.883781;0.685567;-0.357740;-0.289058;-0.564328
1322;2759359761;6.834593;-2.840739;8.365483;-90.878609;128.243820;-103.896355;0.677560;-0.351769;-0.273794;-0.584986
1323;2759376428;5.762591;-2.348896;7.015175;-65.387337;138.408875;-99.345993;0.671149;-0.342345;-0.259253;-0.604275
1324;2759393095;3.543289;-9.082403;4.529366;-32.332745;140.974716;-105.836685;0.665437;-0.328987;-0.247503;-0.622659
1325;2759409762;3.730718;-0.928784;6.875103;-15.675986;146.809814;-114.193100;0.659506;-0.312975;-0.236897;-0.641077
1326;2759426429;5.899163;-0.737662;1.153066;-20.933929;149.305450;-113.697990;0.652965;-0.297014;-0.225359;-0.659268
1327;2759443096;3.291924;0.542068;8.476472;-59.061520;161.557465;-111.467987;0.644845;-0.283339;-0.208733;-0.678473
1328;2759459763;5.392210;2.205358;2.717016;-32.964039;172.492218;-104.740128;0.638210;-0.266080;-0.193191;-0.696109
1329;2759476430;1.467484;3.115328;6.472266;-64.159172;188.443802;-97.020744;0.630970;-0.250062;-0.172545;-0.713845
1330;2759493097;1.550494;7.627944;3.267853;-71.425888;207.379593;-82.046402;0.624785;-0.232830;-0.148679;-0.730294
1331;2759509764;-2.954926;8.174986;4.662007;-102.618881;229.869690;-66.886147;0.618808;-0.216046;-0.118776;-0.745851
1332;2759526431;-0.651317;11.114435;13.582243;-136.565186;246.598679;-45.290070;0.613399;-0.200497;-0.082836;-0.759396
1333;2759543098;-0.572981;9.953338;15.266949;-206.737778;249.459473;-20.114826;0.607528;-0.190744;-0.038020;-0.770118
1334;2759559765;-0.048187;10.364606;17.194401;-287.110107;251.717529;5.938853;0.600732;-0.187423;0.016789;-0.776990
1335;2759576432;-0.088769;6.854150;18.048681;-338.060120;251.889236;34.247330;0.593677;-0.187764;0.078045;-0.778590
1336;2759593099;-0.773181;3.395103;22.616455;-379.803925;237.187256;58.070404;0.585961;-0.192298;0.143056;-0.774085
1337;2759609766;-3.310744;3.427173;25.216064;-389.985046;212.935043;84.646286;0.578941;-0.199001;0.207246;-0.763070
1338;2759626433;0.803165;3.279102;15.119022;-423.451752;193.399612;105.928780;0.571290;-0.209086;0.273130;-0.745192
1339;2759643100;0.758845;3.876326;23.434576;-453.216553;159.877747;123.792946;0.563178;-0.223503;0.338587;-0.719886
1340;2759659767;-0.983590;-3.469501;12.317285;-510.388733;126.027458;141.875961;0.553601;-0.243949;0.405825;-0.685071
1341;2759676434;-1.793367;-6.295067;8.324126;-417.157532;91.078377;148.555313;0.547159;-0.258702;0.459064;-0.650347
1342;2759693101;1.540734;1.955627;6.166768;-426.580597;62.199753;150.915756;0.540175;-0.275681;0.508968;-0.610871
1343;2759709768;-0.711153;-1.627625;7.581561;-391.336670;30.618010;161.524017;0.535695;-0.290811;0.551584;-0.569400
1344;2759726435;-2.198543;4.025221;4.389194;-316.799042;-0.029391;161.794083;0.535140;-0.301735;0.583858;-0.530748
1345;2759743102;-4.367393;1.094986;1.589324;-294.749176;-21.920383;165.327286;0.536345;-0.311585;0.611388;-0.491380
1346;2759759769;-5.634032;1.321768;-2.840257;-234.504135;-44.106228;164.184982;0.541065;-0.317790;0.631555;-0.455410
1347;2759776436;-5.986515;-0.264826;-3.377327;-176.245102;-55.991920;165.032669;0.548797;-0.319649;0.646013;-0.423455
1348;2759793103;-5.060688;1.027504;-3.190235;-177.499649;-63.132519;162.282364;0.556258;-0.321904;0.659021;-0.390700
1349;2759809770;-5.983556;-2.554517;-3.162480;-163.146011;-70.150955;160.635040;0.564270;-0.323166;0.669748;-0.358612
1350;2759826437;-7.867984;0.122850;3.884606;-108.876801;-81.867821;154.003754;0.575029;-0.320904;0.675671;-0.331409
1351;2759843104;-6.834651;-3.461181;-1.845908;-78.730797;-91.418724;153.848175;0.587651;-0.316319;0.678750;-0.306445
1352;2759859771;-7.285852;-0.976527;1.489365;-60.830437;-93.227844;146.048782;0.600474;-0.310821;0.679999;-0.283588
1353;2759876438;-8.748692;-5.426476;-5.629846;-113.229446;-89.416527;141.982773;0.609916;-0.309902;0.683014;-0.255844
1354;2759893105;-9.050148;-2.261930;11.489597;-89.533440;-96.813011;132.681793;0.620310;-0.307847;0.683530;-0.230725
1355;2759909772;-9.855856;-2.781919;10.717573;-109.520630;-108.130486;129.162369;0.630354;-0.308070;0.682960;-0.203257
1356;2759926439;-12.312328;-6.674797;10.036277;-106.438225;-122.513962;118.963211;0.641156;-0.309178;0.679908;-0.176224
1357;2759943106;-15.568634;-5.915164;16.029772;-70.658432;-136.098709;107.922348;0.654140;-0.308141;0.673599;-0.153020
1358;2759959773;-17.573746;-4.067610;9.737812;-112.157768;-148.411316;97.904335;0.665742;-0.312037;0.665984;-0.126043
