PacketCounter;SampleTimeFine;Acc_X;Acc_Y;Acc_Z;Gyr_X;Gyr_Y;Gyr_Z;Quat_W;Quat_X;Quat_Y;Quat_Z
97;3340226486;-7.898438;0.184851;-5.744772;1.401802;-0.744267;2.300821;-0.447225;0.016455;-0.893984;-0.022879
98;3340243153;-8.078157;0.374734;-5.720174;-1.220291;-0.765423;2.540799;-0.447266;0.016240;-0.893961;-0.023109
99;3340259820;-8.011628;0.354903;-5.871934;-4.018927;-0.559804;2.931393;-0.447273;0.016157;-0.893943;-0.023727
100;3340276487;-7.858504;0.693823;-5.848784;-9.622157;-0.688726;2.988856;-0.447283;0.016431;-0.893897;-0.025078
101;3340293154;-7.857356;0.644404;-5.914204;-9.440459;-0.989214;2.784517;-0.447332;0.016718;-0.893829;-0.026392
102;3340309821;-8.081024;0.796166;-5.822461;-4.644786;-1.322320;2.538353;-0.447436;0.016724;-0.893756;-0.027068
103;3340326488;-8.185309;0.579661;-6.068281;1.316884;-1.512891;2.605996;-0.447580;0.016333;-0.893694;-0.026975
104;3340343155;-7.894720;0.503397;-5.708133;6.429199;-1.476585;2.322932;-0.447731;0.015645;-0.893654;-0.026198
105;3340359822;-7.749676;0.245888;-5.903645;8.496650;-1.394573;1.939977;-0.447878;0.014873;-0.893624;-0.025127
106;3340376489;-7.573665;0.415067;-5.763610;7.779340;-0.928486;1.384168;-0.447963;0.014222;-0.893620;-0.024112
107;3340393156;-7.678057;0.263512;-6.018403;8.232904;-0.728105;0.692536;-0.448026;0.013632;-0.893628;-0.022993
108;3340409823;-7.947034;0.252771;-5.839219;11.959950;-0.766384;0.186467;-0.448101;0.012864;-0.893642;-0.021357
109;3340426490;-8.214755;0.059056;-5.824451;21.798409;-0.931638;0.018371;-0.448213;0.011476;-0.893669;-0.018431
110;3340443157;-8.429736;0.289215;-5.920961;32.821400;-1.354776;0.032778;-0.448392;0.009366;-0.893684;-0.014073
111;3340459824;-8.688540;0.341580;-6.146867;36.510090;-1.990244;-0.614285;-0.448647;0.007099;-0.893640;-0.009194
112;3340476491;-9.401894;0.455356;-6.413236;37.190216;-3.170548;-2.250253;-0.449046;0.004997;-0.893492;-0.004121
113;3340493158;-10.257076;0.561234;-6.637634;37.004013;-5.614588;-5.141493;-0.449750;0.003282;-0.893154;0.001114
114;3340509825;-10.726922;1.086369;-6.126340;26.839359;-10.843991;-10.152522;-0.451116;0.002884;-0.892451;0.005354
115;3340526492;-10.654243;1.329129;-5.565573;15.263689;-19.475908;-17.122618;-0.453584;0.004157;-0.891169;0.008545
116;3340543159;-9.049265;1.484915;-4.102689;17.478170;-31.973452;-26.161186;-0.457649;0.006470;-0.889027;0.012611
117;3340559826;-7.099625;1.545818;-6.393220;9.263231;-41.687782;-33.791000;-0.462924;0.010335;-0.886198;0.016111
118;3340576493;-5.785702;0.260532;-6.042472;10.919862;-46.631428;-39.846210;-0.468791;0.014879;-0.882959;0.020223
119;3340593160;-6.745191;-1.518062;-6.972660;-4.974982;-46.363216;-44.711517;-0.474535;0.021129;-0.879699;0.022625
120;3340609827;-6.547175;-2.752720;-7.414032;-26.643589;-40.316856;-48.247345;-0.479382;0.029305;-0.876835;0.022515
121;3340626494;-6.174806;-4.971402;-7.305434;-43.882526;-31.158125;-53.050327;-0.482918;0.039261;-0.874549;0.020579
122;3340643161;-6.825486;-3.151389;-6.340078;-57.639645;-23.728693;-58.912800;-0.485346;0.050901;-0.872673;0.017347
123;3340659828;-7.234560;-2.419831;-6.857755;-70.067444;-18.635435;-64.963661;-0.486934;0.064164;-0.870988;0.013001
124;3340676495;-7.456201;-0.725906;-6.896912;-54.939159;-16.187666;-72.925125;-0.488245;0.077347;-0.869207;0.011156
125;3340693162;-7.189589;1.331486;-5.293423;-34.765911;-15.801918;-79.487686;-0.489638;0.089912;-0.867197;0.012330
126;3340709829;-6.555744;2.030416;-4.665389;-7.910533;-17.110546;-83.677834;-0.491461;0.101082;-0.864850;0.017170
127;3340726496;-6.860168;2.192801;-2.350899;27.321817;-20.734060;-84.297813;-0.494174;0.109803;-0.862003;0.026428
128;3340743163;-7.563209;1.778363;-2.531255;35.991432;-23.889128;-81.348831;-0.497345;0.117524;-0.858787;0.036505
129;3340759830;-8.429178;2.363546;-2.442291;13.180596;-24.413925;-76.390144;-0.500138;0.126259;-0.855601;0.043358
130;3340776497;-7.747218;-0.638588;-2.723366;0.355723;-27.042406;-70.604576;-0.502994;0.135207;-0.852297;0.048138
131;3340793164;-9.210138;-2.305925;-1.230563;-18.747519;-30.131889;-64.050163;-0.505845;0.144746;-0.848929;0.050004
132;3340809831;-8.880818;-3.567893;0.584790;4.640633;-33.333828;-53.729588;-0.509610;0.151299;-0.845287;0.053926
133;3340826498;-7.219434;-3.089933;-0.781889;27.167494;-42.817600;-49.507114;-0.515022;0.155723;-0.840776;0.060090
134;3340843165;-6.298723;-4.789821;0.473908;10.262075;-47.327740;-42.128586;-0.520618;0.160535;-0.836159;0.063528
135;3340859832;-6.120463;-4.419139;-1.956822;-29.176844;-50.052544;-38.385876;-0.525611;0.167888;-0.831707;0.061816
136;3340876499;-7.934900;-5.196622;-3.298387;-80.401283;-49.268940;-38.885536;-0.529170;0.179184;-0.827631;0.053958
137;3340893166;-9.119306;-5.001307;-5.246247;-89.980736;-47.844437;-41.635513;-0.532162;0.191494;-0.823471;0.045183
138;3340909833;-9.280169;-4.232203;-5.433243;-72.286057;-47.287861;-47.064785;-0.535422;0.203037;-0.818898;0.038954
139;3340926500;-10.500573;-6.125030;-5.891543;-63.031662;-45.013924;-50.406055;-0.538563;0.214205;-0.814194;0.034148
140;3340943167;-10.465075;-4.350231;-4.479721;-25.806581;-44.218456;-51.669373;-0.542685;0.222572;-0.809209;0.033871
141;3340959834;-10.457180;-3.627568;-2.817295;-46.595886;-42.454720;-49.010117;-0.545873;0.232231;-0.804452;0.030990
142;3340976501;-10.621449;-3.272088;-2.281917;-34.248413;-44.711250;-45.787262;-0.549690;0.240514;-0.799470;0.029218
143;3340993168;-10.578399;-4.369435;-2.829974;-68.222725;-45.470665;-43.227783;-0.552338;0.251183;-0.794544;0.023260
144;3341009835;-10.787280;-3.701614;-1.564222;-41.452366;-47.925457;-42.677105;-0.556168;0.259609;-0.789229;0.020258
145;3341026502;-8.618566;-3.308340;-6.214854;-54.906044;-49.013031;-44.578156;-0.559531;0.269309;-0.783683;0.015822
146;3341043169;-8.387521;-1.789052;-3.476404;-61.514030;-48.127720;-45.657761;-0.562441;0.279623;-0.778054;0.010754
147;3341059836;-6.964293;-6.444343;-5.963739;-83.534729;-44.351864;-46.208515;-0.563912;0.291738;-0.772588;0.003390
148;3341076503;-7.015279;-5.376814;-3.925169;-96.197433;-42.056404;-51.029709;-0.564439;0.305356;-0.766912;-0.004903
149;3341093170;-7.502600;-6.109359;-2.818253;-56.032658;-43.027378;-57.313148;-0.566732;0.316307;-0.760729;-0.008241
150;3341109837;-8.002681;-4.721190;-2.635723;-52.759453;-43.324688;-62.616158;-0.569115;0.327518;-0.754145;-0.010790
151;3341126504;-8.234884;-2.800750;-3.653841;-61.038300;-41.934303;-66.695389;-0.570846;0.339801;-0.747322;-0.013840
152;3341143171;-7.770424;-0.808846;-3.688369;-79.426994;-39.026855;-69.591621;-0.571222;0.353849;-0.740382;-0.018502
153;3341159838;-9.035759;-2.167070;-3.857960;-93.795441;-34.299107;-72.935333;-0.570190;0.369360;-0.733405;-0.024184
154;3341176505;-9.925014;-1.098257;-2.753815;-82.964577;-30.084965;-78.121178;-0.569133;0.384426;-0.726312;-0.028047
155;3341193172;-9.371905;-5.062170;-4.322712;-79.637634;-25.725861;-85.344818;-0.567662;0.399883;-0.718973;-0.030710
156;3341209839;-8.523275;-3.099596;-5.009214;-77.154312;-20.724188;-92.747025;-0.565670;0.415808;-0.711405;-0.032201
157;3341226506;-8.294971;-1.609869;-3.756164;-82.972702;-14.999978;-99.533722;-0.562573;0.432799;-0.703629;-0.033378
158;3341243173;-8.912571;-1.074031;-3.797703;-78.517601;-7.531287;-105.678978;-0.558818;0.449933;-0.695843;-0.033114
159;3341259840;-8.935134;-1.313996;-5.414236;-43.274677;-0.363528;-115.240181;-0.556497;0.465050;-0.687944;-0.028026
160;3341276507;-6.635861;-2.885598;-2.024355;-36.696674;6.564006;-125.970940;-0.553779;0.480574;-0.679669;-0.020935
161;3341293174;-6.549371;-3.034203;-4.548325;-21.509691;14.950027;-132.740891;-0.551106;0.495389;-0.671386;-0.011203
162;3341309841;-6.126041;-0.896784;-4.428931;-17.035501;22.720728;-143.779861;-0.547780;0.510724;-0.662653;0.000416
163;3341326508;-5.892081;-2.850404;-6.463331;-19.719833;33.204597;-153.691376;-0.542973;0.526974;-0.653692;0.013343
164;3341343175;-5.638832;-1.067462;-6.330446;-2.910081;44.106194;-164.935211;-0.538081;0.542639;-0.644320;0.029585
165;3341359842;-5.950574;-6.397840;-6.561725;19.845299;54.810650;-177.062988;-0.533563;0.557243;-0.634295;0.049731
166;3341376509;-5.205420;-6.339103;-4.267417;28.749134;65.145683;-193.719833;-0.528253;0.572159;-0.623135;0.072789
167;3341393176;-5.229280;-4.720914;-6.985653;17.716297;78.065575;-203.966568;-0.520237;0.588161;-0.611632;0.096638
168;3341409843;-3.699903;-5.436406;-7.716537;33.350555;88.560165;-217.154160;-0.511863;0.603354;-0.598898;0.123666
169;3341426510;-3.193769;-10.823660;-7.407879;58.434605;96.411995;-228.105301;-0.504150;0.616716;-0.584570;0.154223
170;3341443177;-3.875021;-10.946828;-11.340207;73.941833;100.500328;-245.301376;-0.496341;0.629389;-0.567778;0.187495
171;3341459844;-4.534074;-19.831493;-9.016562;18.156713;106.959778;-260.236450;-0.481667;0.646106;-0.550672;0.217522
172;3341476511;-3.672315;-22.059826;-11.166864;-70.096069;117.767776;-272.551636;-0.456565;0.668464;-0.534949;0.241961
173;3341493178;-5.131380;-20.050165;-9.201899;-194.473663;134.100952;-278.118683;-0.416820;0.697330;-0.522864;0.258102
174;3341509845;-7.111634;-18.670511;-10.052604;-283.807037;150.988144;-275.680847;-0.365457;0.728480;-0.513672;0.268161
175;3341526512;-5.847160;-11.021907;-5.656678;-294.815704;163.510666;-262.818176;-0.311099;0.755976;-0.504969;0.277012
176;3341543179;-4.116089;-12.543885;-7.913406;-211.656647;167.738174;-247.074005;-0.265156;0.775857;-0.493142;0.290793
177;3341559846;-5.128788;-15.476916;-5.388952;8.081664;161.519897;-229.597473;-0.244583;0.784530;-0.472641;0.318300
178;3341576513;-6.533431;-5.076501;-7.050363;156.590057;146.544312;-223.037323;-0.241836;0.786706;-0.444605;0.353479
179;3341593180;-4.104443;-7.243968;-2.742321;166.761887;135.605301;-212.877441;-0.241004;0.786863;-0.415940;0.387001
180;3341609847;-5.461668;-2.621949;-1.817447;87.531235;126.153229;-200.461258;-0.231982;0.788277;-0.392134;0.413578
181;3341626514;-1.470576;0.660725;3.301430;-41.647652;123.980774;-172.317459;-0.209698;0.791648;-0.378789;0.431105
182;3341643181;3.528012;-5.269230;0.303816;-45.703831;121.991386;-138.481110;-0.188994;0.792706;-0.369198;0.446770
183;3341659848;2.978120;-1.867730;-1.816701;-18.128103;124.431198;-112.358788;-0.172907;0.790900;-0.360641;0.463174
184;3341676515;3.387859;-5.622697;-1.337094;24.350740;127.160187;-99.379288;-0.162335;0.786698;-0.350574;0.481523
185;3341693182;2.375001;-0.170544;1.853764;81.903152;129.985779;-95.426514;-0.158379;0.780238;-0.336774;0.502732
186;3341709849;1.102920;-2.449742;4.567637;84.973076;131.658676;-92.531761;-0.154790;0.772895;-0.322881;0.523863
187;3341726516;1.690387;-1.928902;6.223807;100.591980;127.807350;-87.153358;-0.153438;0.764686;-0.308086;0.544800
188;3341743183;1.721492;-0.814615;5.094319;92.705635;126.456665;-75.971710;-0.152051;0.755730;-0.294917;0.564613
189;3341759850;-1.047351;0.387678;-1.642474;74.247932;126.641052;-61.332092;-0.149740;0.746089;-0.284702;0.582997
190;3341776517;1.965428;-2.715519;4.807016;-49.508011;139.696259;-48.992588;-0.134427;0.737130;-0.286455;0.597097
191;3341793184;6.956877;-5.184523;-0.091200;-18.575941;151.932922;-41.965282;-0.122461;0.725822;-0.286364;0.613346
192;3341809851;8.456462;-1.934893;3.218138;-73.061989;151.575760;-33.044659;-0.105483;0.714724;-0.291905;0.626775
193;3341826518;4.754262;-3.730553;-2.400232;-112.609917;152.561386;-17.396090;-0.085706;0.702982;-0.302489;0.637953
194;3341843185;7.543880;-6.426745;4.091027;-96.051041;150.688950;4.984441;-0.069718;0.689716;-0.313585;0.648928
195;3341859852;9.687382;-7.991318;-3.695967;-151.696411;135.431595;27.717703;-0.050938;0.676879;-0.331813;0.655097
196;3341876519;12.622374;-10.053731;-2.134700;-84.627853;129.370041;44.303833;-0.040595;0.662836;-0.345004;0.663313
197;3341893186;14.708802;-4.006203;2.824712;-48.008476;124.663673;50.678196;-0.034615;0.648389;-0.355083;0.672549
198;3341909853;16.327906;-4.538102;-2.001201;-47.001629;121.399139;56.251945;-0.029426;0.633689;-0.365420;0.681214
199;3341926520;16.070877;-2.852491;3.663817;-8.007201;123.137779;60.040512;-0.028100;0.618188;-0.372101;0.691814
200;3341943187;12.417137;-0.223043;-3.178191;-45.460033;115.370178;54.695065;-0.023274;0.603667;-0.381892;0.699439
201;3341959854;10.125478;-6.079293;2.947577;-30.356916;113.793365;56.067871;-0.019988;0.588954;-0.390120;0.707497
202;3341976521;8.973128;-6.158838;5.244645;-24.735060;110.453293;54.372513;-0.017192;0.574460;-0.397479;0.715348
203;3341993188;7.217984;0.596723;5.199999;-40.902248;109.668221;47.671227;-0.012387;0.560281;-0.405825;0.721976
204;3342009855;7.712420;-5.459127;3.497523;-50.287224;113.059265;48.891495;-0.006738;0.545491;-0.415118;0.728068
205;3342026522;9.801281;-4.020288;-2.278939;-103.534798;108.781929;52.931725;0.002452;0.530714;-0.430176;0.730272
206;3342043189;9.960035;-9.376366;4.105130;-68.731415;109.517349;57.083206;0.008562;0.515359;-0.441654;0.734361
207;3342059856;8.654116;-6.776407;3.941495;-63.940975;113.640953;59.282810;0.014338;0.499207;-0.452591;0.738755
208;3342076523;9.805083;-6.961127;0.089258;-84.811478;116.381012;64.967506;0.021192;0.482104;-0.465961;0.741633
209;3342093190;12.193936;-6.421105;1.693199;-97.201500;118.580566;73.724670;0.028109;0.463858;-0.481009;0.743429
210;3342109857;13.011580;-11.269254;-2.316736;-40.857922;118.374596;80.071129;0.030510;0.445172;-0.490137;0.748778
211;3342126524;9.200307;-8.627969;-3.375821;-26.509567;119.635078;89.564262;0.031024;0.425525;-0.498078;0.754915
212;3342143191;9.398977;-10.529465;-1.431829;-16.425913;116.733002;102.395515;0.029280;0.405100;-0.505472;0.761280
213;3342159858;10.971761;-13.825519;3.468749;-15.824580;111.705269;117.346558;0.025459;0.383919;-0.513430;0.767046
214;3342176525;10.506496;-7.066673;-1.504808;-62.046158;104.657181;133.607422;0.021863;0.361900;-0.527160;0.768547
215;3342193192;11.296509;-10.788704;5.006952;-47.788227;101.284363;157.414795;0.014584;0.338213;-0.540171;0.770472
216;3342209859;6.988523;-11.928411;-3.163821;-49.031479;98.674194;182.205063;0.004372;0.312575;-0.554075;0.771551
217;3342226526;3.409611;-10.234892;-5.778710;-41.042946;96.192360;207.451675;-0.009240;0.284861;-0.567653;0.772367
218;3342243193;4.040526;-11.285855;-0.452398;-43.662079;94.956131;233.142365;-0.025720;0.254813;-0.581877;0.771906
