sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,2.2.1
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-12_15:44:41_805 CET
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
108,2138947345,-3.667572,-1.091193,69.287827,-0.242743,-0.020186,0.352085,-4.782865,-1.070406,0.824902
109,2138964012,-3.728841,-1.108929,69.315903,-0.243741,-0.007636,0.350746,-5.108927,-1.151419,1.033197
110,2138980679,-3.799199,-1.129145,69.347427,-0.253010,0.002412,0.338573,-5.650009,-1.315366,1.231849
111,2138997346,-3.878125,-1.147906,69.383835,-0.278810,-0.007964,0.345429,-6.158037,-1.249733,1.522246
112,2139014013,-3.967355,-1.167400,69.422096,-0.276601,-0.007925,0.348161,-6.773664,-1.304814,1.634993
113,2139030680,-4.067830,-1.186831,69.463943,-0.251414,0.005628,0.336561,-7.443244,-1.320053,1.849615
114,2139047347,-4.177549,-1.205828,69.507751,-0.272851,-0.028601,0.339492,-7.995071,-1.306735,1.967024
115,2139064014,-4.294734,-1.223895,69.557129,-0.276268,-0.044653,0.328593,-8.435455,-1.280494,2.296211
116,2139080681,-4.418588,-1.241080,69.609306,-0.273337,-0.105933,0.309210,-8.831326,-1.246660,2.463616
117,2139097348,-4.545603,-1.259004,69.664360,-0.251382,-0.091016,0.321707,-9.016723,-1.311153,2.629791
118,2139114015,-4.675127,-1.274990,69.722054,-0.208402,-0.012028,0.324135,-9.162984,-1.215233,2.795582
119,2139130682,-4.805780,-1.291654,69.782814,-0.202737,-0.018053,0.334191,-9.225966,-1.278714,2.971900
120,2139147349,-4.935140,-1.306757,69.845558,-0.167920,-0.043036,0.330832,-9.144750,-1.203708,3.097288
121,2139164016,-5.060349,-1.320641,69.910378,-0.140348,-0.049609,0.336843,-8.892308,-1.149434,3.221982
122,2139180683,-5.180235,-1.336073,69.977951,-0.106143,-0.073552,0.315928,-8.568346,-1.265076,3.376824
123,2139197350,-5.292197,-1.350191,70.046364,-0.070924,-0.016058,0.315216,-8.090707,-1.198931,3.425603
124,2139214017,-5.396430,-1.364097,70.116112,-0.026852,0.095537,0.302560,-7.624300,-1.201313,3.509651
125,2139230684,-5.492949,-1.377610,70.184647,-0.011775,0.103653,0.292998,-7.162247,-1.177967,3.436617
126,2139247351,-5.580947,-1.391088,70.249687,0.052939,0.014668,0.289735,-6.654873,-1.162189,3.227400
127,2139264018,-5.657979,-1.403824,70.311935,0.116173,-0.059561,0.299386,-6.000173,-1.107148,3.065117
128,2139280685,-5.722377,-1.415628,70.368256,0.176132,-0.084809,0.286255,-5.249899,-1.020372,2.712622
129,2139297352,-5.772779,-1.427294,70.419411,0.213381,-0.088285,0.280343,-4.417180,-0.984834,2.405564
130,2139314019,-5.809078,-1.438776,70.466591,0.216355,-0.082287,0.302024,-3.575930,-0.952050,2.168109
131,2139330686,-5.830389,-1.449716,70.507523,0.251275,-0.042247,0.271735,-2.685172,-0.883164,1.796725
132,2139347353,-5.839877,-1.461238,70.541702,0.279948,-0.025748,0.296247,-1.985304,-0.877491,1.392185
133,2139364020,-5.836285,-1.472390,70.568687,0.333998,-0.081496,0.277633,-1.210866,-0.811628,0.960790
134,2139380687,-5.822372,-1.483653,70.584023,0.336135,-0.075706,0.216580,-0.608967,-0.747340,0.268543
135,2139397354,-5.797992,-1.495307,70.589149,0.335928,-0.035914,0.227901,0.003695,-0.708652,-0.341136
136,2139414021,-5.764289,-1.505072,70.582489,0.300551,0.019082,0.198099,0.545237,-0.524522,-1.032589
