sep=,
DeviceTag:,Xsens DOT 1
FirmwareVersion:,2.2.1
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-12_15:44:41_808 CET
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
136,2139397354,-168.774033,-43.832470,150.016525,-0.507552,-0.304392,0.447550,200.324234,-2.176136,-21.694857
137,2139414021,-165.612274,-43.871254,150.621521,0.225837,-0.156326,0.474116,214.786942,-3.673686,-27.090178
138,2139430688,-162.448837,-43.926620,151.367523,0.790324,0.867652,-0.136140,220.774078,-5.815707,-32.966225
139,2139447355,-159.500153,-43.986576,152.263855,1.076955,1.694615,-0.566778,214.176666,-9.345168,-38.806267
140,2139464022,-156.913651,-44.026497,153.314499,0.819546,1.999851,-1.206911,198.931046,-14.728135,-44.014801
141,2139480689,-154.794922,-44.033928,154.531174,1.270449,1.981895,-1.061030,177.815994,-21.172876,-49.086407
142,2139497356,-153.211197,-44.011051,155.916138,1.306141,1.912755,-0.946413,152.734497,-27.522249,-54.105282
143,2139514023,-152.161224,-43.970257,157.459579,0.731162,1.321967,-0.464662,127.289879,-32.833027,-59.063187
144,2139530690,-151.497559,-43.909489,159.124756,0.466457,1.130117,-0.559549,109.129448,-37.253242,-62.683453
145,2139547357,-151.026215,-43.826107,160.878845,0.019561,-0.314481,-0.331167,101.200882,-40.934788,-65.102524
146,2139564024,-150.699982,-43.725395,162.703522,0.619123,0.766479,-0.984852,95.302948,-43.829708,-67.086136
147,2139580691,-150.550552,-43.617771,164.602036,0.617300,0.792214,-1.019670,87.614540,-46.096630,-69.611183
148,2139597358,-150.593826,-43.491817,166.569168,1.057468,0.970226,-0.656384,78.725243,-48.650398,-71.763824
149,2139614025,-150.799484,-43.338455,168.592743,0.718149,1.033232,-0.743644,71.110077,-51.223694,-73.384354
150,2139630692,-151.134125,-43.172184,170.656876,0.311953,1.221398,-1.298112,64.793282,-52.520657,-74.997093
151,2139647359,-151.598038,-42.987526,172.737183,1.322853,0.885918,-0.752296,57.432758,-53.429924,-75.683960
152,2139664026,-152.165985,-42.783894,174.806000,0.815711,0.943273,-1.602535,50.417316,-53.643032,-75.434235
153,2139680693,-152.691513,-42.574722,176.834610,0.869652,0.268630,-1.682022,51.001049,-52.535492,-74.487366
154,2139697360,-153.064468,-42.365036,178.796631,1.108608,-0.499940,-1.282033,57.128445,-50.770294,-72.530197
155,2139714027,-153.307297,-42.168114,-179.321869,0.539918,-0.556731,-1.463788,61.378395,-48.207203,-70.218697
156,2139730694,-153.524582,-41.991852,-177.530884,0.992607,-2.092346,-1.016353,58.991661,-45.118095,-67.583801
157,2139747361,-153.797852,-41.851883,-175.845673,-0.289663,-2.409150,-1.803813,51.166344,-40.875397,-64.705742
158,2139764028,-154.139404,-41.762955,-174.274979,-0.550132,-2.617341,-0.799439,42.329067,-35.597622,-61.797962
159,2139780695,-154.565414,-41.709080,-172.822098,-1.104890,-2.107381,-0.248980,32.460178,-31.051048,-58.272552
160,2139797362,-155.039261,-41.681580,-171.484650,-1.818358,-1.035947,0.519886,24.930750,-26.993956,-54.552368
161,2139814029,-155.433090,-41.678455,-170.277344,-1.885162,-0.894223,1.183644,24.517691,-22.834280,-50.084030
162,2139830696,-155.616928,-41.717285,-169.204849,-2.304335,-0.017736,0.346729,31.752262,-17.798147,-45.731762
163,2139847363,-155.489349,-41.811054,-168.278351,-2.476150,0.574705,0.426292,44.657936,-12.061374,-41.105373
164,2139864030,-155.023117,-41.947800,-167.514099,-2.506529,0.071948,1.096272,58.567581,-6.869428,-35.465424
165,2139880697,-154.237976,-42.114292,-166.933365,-2.428151,-0.177010,1.730021,70.419724,-2.104600,-28.682573
166,2139897364,-153.205093,-42.315872,-166.540894,-2.870250,-0.523620,1.229536,77.781044,3.072743,-22.004866
167,2139914031,-151.981430,-42.574348,-166.332596,-2.808035,-1.058874,0.639681,81.840401,9.459882,-16.331154
168,2139930698,-150.543991,-42.879887,-166.312500,-1.940797,-1.326344,1.152053,87.048332,15.571822,-10.590007
169,2139947365,-148.909195,-43.201126,-166.483322,-1.374256,-1.661670,1.483513,91.075897,20.336040,-4.244846
170,2139964032,-147.151230,-43.515270,-166.827789,-1.780240,-1.506490,1.213133,91.263916,23.850609,1.772384
171,2139980699,-145.397156,-43.825226,-167.320297,-2.112885,-1.359159,1.241897,84.812645,27.230230,6.457238
172,2139997366,-143.721085,-44.120598,-167.935272,-1.699847,-1.453447,1.681473,74.910088,29.717396,10.367775
173,2140014033,-142.111816,-44.387829,-168.650711,-1.334716,-1.099303,1.961634,66.564697,31.203136,13.874911
174,2140030700,-140.533783,-44.620937,-169.455338,-1.320620,-0.858669,1.752873,60.799194,32.302597,17.158810
175,2140047367,-139.006393,-44.823055,-170.341690,-1.414381,-0.685789,1.484291,54.177612,33.522541,20.038683
176,2140064034,-137.580795,-44.988113,-171.308380,-1.144184,-0.187573,1.592674,44.543240,34.578335,23.106422
177,2140080701,-136.249313,-45.111557,-172.351883,-0.878482,-0.269158,1.423595,35.531387,35.472885,26.276785
178,2140097368,-135.024368,-45.197609,-173.458588,-0.693889,0.301602,1.000332,26.365982,36.278412,28.901676
179,2140114035,-133.947220,-45.257778,-174.612305,-0.291715,0.588929,0.843003,15.436419,37.157490,30.625425
180,2140130702,-133.043930,-45.301369,-175.798355,-0.245089,0.815169,0.166451,3.579476,37.972019,31.609362
181,2140147369,-132.299316,-45.334343,-177.015472,-0.259230,0.578312,-0.013803,-7.297151,38.945484,32.394482
182,2140164036,-131.646973,-45.340263,-178.271332,0.314006,0.044190,0.784328,-14.504136,39.465656,34.205376
183,2140180703,-130.993515,-45.320347,-179.580750,0.158311,-0.642386,0.538976,-16.720840,40.543106,36.410908
184,2140197370,-130.308624,-45.296066,179.050949,0.048837,-0.961550,0.103160,-17.330564,42.706768,37.760708
185,2140214037,-129.564529,-45.270275,177.630630,0.650359,-0.163871,0.009715,-15.975554,44.826550,38.714497
186,2140230704,-128.798981,-45.229321,176.183563,0.775215,0.303922,-0.250925,-15.800871,45.676418,39.556820
187,2140247371,-128.061295,-45.165119,174.724762,0.573585,0.803047,-0.650448,-17.914009,45.772320,40.383114
188,2140264038,-127.283516,-45.082268,173.253784,0.904179,0.386770,-0.081055,-15.945276,46.104294,41.018410
189,2140280705,-126.384209,-44.985012,171.765518,0.933617,0.020632,0.466139,-9.296478,46.870041,41.528194
190,2140297372,-125.455635,-44.878052,170.264984,0.519949,0.048267,0.239867,-7.948207,47.716125,41.611084
191,2140314039,-124.710159,-44.769329,168.765350,0.440926,0.047636,-0.289472,-18.777922,48.340202,41.037590
192,2140330706,-124.371422,-44.663654,167.283417,0.171014,0.109984,-1.150298,-42.317467,48.318443,40.064320
193,2140347373,-124.481102,-44.571159,165.821838,0.134384,-0.182545,-1.291250,-68.255730,48.218113,38.882172
194,2140364040,-124.828346,-44.497673,164.363831,0.338178,-0.512163,-0.839943,-82.270920,48.654850,38.097477
195,2140380707,-125.120567,-44.455505,162.893555,0.337257,-0.774210,-0.505624,-79.425598,49.990082,37.159733
196,2140397374,-125.209320,-44.447277,161.406479,0.440820,-0.502274,-0.540095,-67.901665,51.644199,36.085503
197,2140414041,-124.988640,-44.462032,159.899490,0.438452,-0.443066,-0.558634,-50.180000,53.173317,35.378880
198,2140430708,-124.481293,-44.475224,158.380112,0.799033,-0.204956,-0.541137,-33.522045,53.773212,35.406429
199,2140447375,-123.710968,-44.469925,156.857407,1.159867,-0.296387,-0.759080,-17.887487,53.669724,35.792976
