sep=,
DeviceTag:,Dot6_blanc
FirmwareVersion:,2.4.0
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-12_15:44:41_803 CET
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
46,2137897324,-179.623505,-40.676842,139.685181,-0.214053,-0.538288,1.636271,58.336632,-9.646658,-9.224696
47,2137913991,-178.710526,-40.554996,139.887482,-0.349622,0.128097,1.434171,63.070137,-8.803754,-9.934122
48,2137930658,-177.670715,-40.422310,140.089539,-0.421021,0.330092,1.299932,70.647209,-9.612621,-9.789301
49,2137947325,-176.572495,-40.292870,140.304596,-0.414323,-0.231452,1.002422,74.635818,-9.618904,-10.255278
50,2137963992,-175.474289,-40.174122,140.578888,-0.271119,-0.974969,0.582088,76.909584,-9.349070,-12.865129
51,2137980659,-174.372543,-40.060337,140.910446,-0.068536,-1.341875,0.113424,79.305550,-9.517927,-15.377607
52,2137997326,-173.225250,-39.952347,141.279343,-0.079870,-1.143350,-0.044143,83.447533,-9.644006,-16.987753
53,2138013993,-172.103180,-39.849625,141.674469,-0.269228,-1.066929,-0.018407,82.910294,-9.804793,-18.086115
54,2138030660,-171.113525,-39.757931,142.099258,-0.350284,-1.025546,0.006501,76.069992,-9.670608,-19.405928
55,2138047327,-170.399719,-39.695801,142.541275,-0.167851,-1.143238,-0.085648,60.152206,-8.327846,-20.376823
56,2138063994,-169.986481,-39.659740,143.010025,0.088210,-1.017776,-0.577810,43.120682,-7.189917,-21.805620
57,2138080661,-169.821457,-39.635544,143.488937,-0.036956,-0.566091,-0.996575,28.606056,-6.677326,-22.376268
58,2138097328,-169.846375,-39.606522,143.965363,-0.186513,-0.073803,-0.887114,17.103741,-6.970055,-22.215931
59,2138113995,-170.044281,-39.572533,144.427826,-0.334752,0.043099,-0.587026,6.177123,-7.112545,-21.547150
60,2138130662,-170.367065,-39.536674,144.875366,-0.066418,0.055743,-0.188609,-1.898186,-7.014677,-20.884491
61,2138147329,-170.819122,-39.508095,145.309830,-0.069708,0.406434,-0.088252,-10.165342,-6.352424,-20.406841
62,2138163996,-171.358887,-39.482353,145.723541,0.049345,1.046010,-0.276694,-16.227615,-5.867492,-19.529337
63,2138180663,-171.865723,-39.427868,146.109329,-0.475650,1.300011,-0.672560,-15.328080,-7.217981,-18.045965
64,2138197330,-172.141403,-39.335888,146.448959,-0.332571,1.036938,-0.376205,-3.236706,-9.037619,-15.666091
65,2138213997,-172.107956,-39.223251,146.756699,-0.072061,0.483605,0.340374,14.071391,-10.039184,-14.064840
66,2138230664,-171.827271,-39.109409,147.021164,-0.229144,0.821575,0.728866,27.239592,-9.870016,-12.059628
67,2138247331,-171.503983,-39.006664,147.248596,-0.771397,1.514812,0.601907,28.375595,-9.028597,-10.420332
68,2138263998,-171.303284,-38.903088,147.432907,-1.226093,1.869585,0.186799,19.377380,-8.830647,-8.399379
69,2138280665,-171.265076,-38.796097,147.573166,-0.889028,1.583664,0.179168,7.954278,-8.746614,-6.320872
70,2138297332,-171.315842,-38.697124,147.671570,-0.392728,1.032941,0.211006,1.038358,-7.985055,-4.466331
71,2138313999,-171.354721,-38.606606,147.732925,-0.071690,0.776291,0.299279,0.356100,-7.223154,-2.832022
72,2138330666,-171.324158,-38.518921,147.761978,0.119638,0.646931,0.490820,3.312715,-6.829857,-1.360521
73,2138347333,-171.213257,-38.440327,147.752243,0.191362,0.347261,0.745600,6.682246,-6.015105,0.365346
74,2138364000,-171.059402,-38.384029,147.717651,0.161895,0.021352,0.910564,8.336840,-4.510359,1.326245
75,2138380667,-170.929321,-38.356590,147.672241,0.004033,-0.180860,0.676271,6.508488,-2.715203,1.565993
76,2138397334,-170.886627,-38.354465,147.616272,-0.132375,-0.125226,0.449621,0.872593,-1.131569,1.819968
77,2138414001,-170.982605,-38.367676,147.540848,-0.140175,-0.054062,0.139831,-8.171132,-0.079912,2.578015
78,2138430668,-171.188873,-38.393032,147.450424,-0.177695,-0.199396,0.167346,-15.349705,0.739983,3.164919
79,2138447335,-171.398315,-38.427547,147.363770,-0.376444,-0.516999,0.300687,-15.402863,1.241468,2.911443
80,2138464002,-171.542862,-38.469055,147.301285,-0.469741,-0.539333,0.287124,-10.613638,1.477668,1.730964
81,2138480669,-171.627563,-38.514282,147.256638,-0.362192,-0.099289,0.124302,-6.359198,1.568938,0.869199
82,2138497336,-171.714767,-38.556591,147.213043,-0.168687,0.495128,-0.077091,-6.473111,1.385410,0.848184
83,2138514003,-171.858292,-38.593330,147.162933,-0.048400,0.711858,-0.191724,-10.094724,1.092721,1.203637
84,2138530670,-172.043167,-38.622528,147.105865,-0.119935,0.442259,-0.101460,-12.836877,0.683239,1.599098
85,2138547337,-172.242203,-38.647797,147.058640,-0.112985,-0.112870,0.060760,-13.317933,0.376923,1.181380
86,2138564004,-172.441360,-38.673447,147.028122,0.059083,-0.500641,0.060361,-12.700168,0.289558,0.407748
87,2138580671,-172.643875,-38.704243,147.009659,0.112250,-0.455437,-0.176501,-12.452555,0.520700,-0.185782
88,2138597338,-172.849274,-38.730984,146.996216,0.123303,-0.123250,-0.504705,-12.436586,0.247797,-0.386624
89,2138614005,-173.041748,-38.745266,146.971222,0.010136,-0.118146,-0.467440,-12.096026,-0.426503,0.248373
90,2138630672,-173.222443,-38.758232,146.956329,0.120907,-0.435729,-0.221635,-11.009956,-0.564581,-0.208295
91,2138647339,-173.398193,-38.776634,146.961090,0.361175,-0.588962,-0.062075,-9.975600,-0.347219,-1.158962
